po_id,supplier_id,sku_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,unit_cost,status
PO-000950,SUP-05,SKU-00017,WH-QLD,2025-10-18,2025-10-27,2025-10-26,364.0,364.0,1.83,Received
PO-000951,SUP-02,SKU-00008,WH-VIC,2025-10-18,2025-10-28,2025-10-28,276.0,276.0,1.67,Received
PO-000952,SUP-02,SKU-00016,WH-VIC,2025-10-18,2025-11-06,2025-11-06,72.0,72.0,2.03,Received
PO-000953,SUP-05,SKU-00017,WH-VIC,2025-10-18,2025-10-27,2025-10-27,153.0,153.0,1.83,Received
PO-000954,SUP-05,SKU-00001,WH-WA,2025-10-18,2025-10-27,2025-10-28,205.0,205.0,1.57,Late
PO-000955,SUP-07,SKU-00006,WH-WA,2025-10-18,2025-10-26,2025-10-26,118.0,118.0,4.07,Received
PO-000956,SUP-07,SKU-00020,WH-WA,2025-10-18,2025-11-07,2025-11-07,122.0,122.0,5.2,Received
PO-000957,SUP-06,SKU-00003,WH-NSW,2025-10-19,2025-10-23,2025-10-24,158.0,158.0,5.99,Late
PO-000958,SUP-01,SKU-00015,WH-NSW,2025-10-19,2025-10-23,2025-10-21,195.0,195.0,2.27,Received
PO-000959,SUP-05,SKU-00017,WH-NSW,2025-10-19,2025-10-28,2025-11-01,133.0,133.0,1.83,Late
PO-000960,SUP-06,SKU-00019,WH-NSW,2025-10-19,2025-10-23,2025-10-23,131.0,131.0,5.36,Received
PO-000961,SUP-03,SKU-00010,WH-QLD,2025-10-19,2025-11-07,2025-11-06,217.0,217.0,4.29,Received
PO-000962,SUP-07,SKU-00012,WH-QLD,2025-10-19,2025-10-27,2025-10-28,121.0,121.0,2.93,Late
PO-000963,SUP-04,SKU-00005,WH-VIC,2025-10-19,2025-11-06,2025-11-04,63.0,63.0,2.29,Received
PO-000964,SUP-03,SKU-00010,WH-VIC,2025-10-19,2025-11-07,2025-11-06,302.0,302.0,4.29,Received
PO-000965,SUP-04,SKU-00021,WH-VIC,2025-10-19,2025-11-06,2025-11-04,153.0,153.0,2.1,Received
PO-000966,SUP-03,SKU-00010,WH-WA,2025-10-19,2025-11-07,2025-11-06,137.0,137.0,4.29,Received
PO-000967,SUP-04,SKU-00021,WH-WA,2025-10-19,2025-11-06,2025-11-05,103.0,103.0,2.1,Received
PO-000968,SUP-02,SKU-00002,WH-NSW,2025-10-20,2025-10-30,2025-10-31,365.0,365.0,2.21,Late
PO-000969,SUP-02,SKU-00004,WH-NSW,2025-10-20,2025-11-08,2025-11-08,88.0,88.0,5.29,Received
PO-000970,SUP-02,SKU-00018,WH-QLD,2025-10-20,2025-10-30,2025-10-30,292.0,292.0,2.32,Received
PO-000971,SUP-06,SKU-00003,WH-VIC,2025-10-20,2025-10-24,2025-10-24,164.0,164.0,5.99,Received
PO-000972,SUP-06,SKU-00009,WH-VIC,2025-10-20,2025-10-24,2025-10-24,99.0,99.0,4.65,Received
PO-000973,SUP-02,SKU-00014,WH-VIC,2025-10-20,2025-10-30,2025-10-30,345.0,345.0,4.12,Received
PO-000974,SUP-01,SKU-00015,WH-VIC,2025-10-20,2025-10-24,2025-10-26,220.0,220.0,2.27,Late
PO-000975,SUP-02,SKU-00018,WH-VIC,2025-10-20,2025-10-30,2025-10-29,395.0,395.0,2.32,Received
PO-000976,SUP-06,SKU-00009,WH-WA,2025-10-20,2025-10-24,2025-10-23,121.0,121.0,4.65,Received
PO-000977,SUP-07,SKU-00012,WH-WA,2025-10-20,2025-10-28,2025-10-27,71.0,71.0,2.93,Received
PO-000978,SUP-01,SKU-00015,WH-WA,2025-10-20,2025-10-24,2025-10-22,81.0,81.0,2.27,Received
PO-000979,SUP-07,SKU-00012,WH-NSW,2025-10-21,2025-10-29,2025-10-29,56.0,56.0,2.93,Received
PO-000980,SUP-02,SKU-00014,WH-NSW,2025-10-21,2025-10-31,2025-10-30,360.0,360.0,4.12,Received
PO-000981,SUP-07,SKU-00022,WH-NSW,2025-10-21,2025-10-29,2025-10-29,173.0,173.0,3.85,Received
PO-000982,SUP-07,SKU-00006,WH-QLD,2025-10-21,2025-10-29,2025-10-28,159.0,159.0,4.07,Received
PO-000983,SUP-02,SKU-00014,WH-QLD,2025-10-21,2025-10-31,2025-10-31,121.0,121.0,4.12,Received
PO-000984,SUP-07,SKU-00022,WH-QLD,2025-10-21,2025-10-29,2025-10-29,67.0,67.0,3.85,Received
PO-000985,SUP-02,SKU-00024,WH-VIC,2025-10-21,2025-10-31,2025-10-31,328.0,328.0,1.36,Received
PO-000986,SUP-04,SKU-00011,WH-WA,2025-10-21,2025-11-08,2025-11-09,71.0,71.0,5.92,Late
PO-000987,SUP-06,SKU-00019,WH-WA,2025-10-21,2025-10-25,2025-10-25,56.0,56.0,5.36,Received
PO-000988,SUP-05,SKU-00007,WH-NSW,2025-10-22,2025-10-31,2025-10-31,191.0,191.0,2.62,Received
PO-000989,SUP-01,SKU-00015,WH-QLD,2025-10-22,2025-10-26,2025-10-26,90.0,90.0,2.27,Received
PO-000990,SUP-05,SKU-00023,WH-QLD,2025-10-22,2025-10-31,2025-11-02,403.0,403.0,2.48,Late
PO-000991,SUP-05,SKU-00013,WH-WA,2025-10-22,2025-10-31,2025-10-30,229.0,229.0,2.42,Received
PO-000992,SUP-05,SKU-00017,WH-WA,2025-10-22,2025-10-31,2025-10-30,160.0,160.0,1.83,Received
PO-000993,SUP-06,SKU-00009,WH-NSW,2025-10-23,2025-10-27,2025-10-27,233.0,233.0,4.65,Received
PO-000994,SUP-02,SKU-00024,WH-NSW,2025-10-23,2025-11-02,2025-11-02,220.0,220.0,1.36,Received
PO-000995,SUP-02,SKU-00004,WH-QLD,2025-10-23,2025-11-11,2025-11-11,176.0,176.0,5.29,Received
PO-000996,SUP-05,SKU-00001,WH-VIC,2025-10-23,2025-11-01,2025-11-02,276.0,276.0,1.57,Late
PO-000997,SUP-05,SKU-00013,WH-VIC,2025-10-23,2025-11-01,2025-10-30,231.0,231.0,2.42,Received
PO-000998,SUP-03,SKU-00010,WH-NSW,2025-10-24,2025-11-12,2025-11-12,158.0,158.0,4.29,Received
PO-000999,SUP-02,SKU-00018,WH-NSW,2025-10-24,2025-11-03,2025-11-03,262.0,262.0,2.32,Received
PO-001000,SUP-06,SKU-00019,WH-NSW,2025-10-24,2025-10-28,2025-10-28,132.0,132.0,5.36,Received
PO-001001,SUP-06,SKU-00003,WH-QLD,2025-10-24,2025-10-28,2025-10-28,110.0,110.0,5.99,Received
PO-001002,SUP-05,SKU-00007,WH-QLD,2025-10-24,2025-11-02,2025-11-02,402.0,402.0,2.62,Received
PO-001003,SUP-05,SKU-00013,WH-QLD,2025-10-24,2025-11-02,2025-11-03,384.0,384.0,2.42,Late
PO-001004,SUP-02,SKU-00016,WH-QLD,2025-10-24,2025-11-12,2025-11-12,245.0,245.0,2.03,Received
PO-001005,SUP-06,SKU-00019,WH-QLD,2025-10-24,2025-10-28,2025-10-29,271.0,271.0,5.36,Late
PO-001006,SUP-04,SKU-00021,WH-QLD,2025-10-24,2025-11-11,2025-11-10,129.0,129.0,2.1,Received
PO-001007,SUP-07,SKU-00006,WH-VIC,2025-10-24,2025-11-01,2025-11-01,99.0,99.0,4.07,Received
PO-001008,SUP-06,SKU-00019,WH-VIC,2025-10-24,2025-10-28,2025-10-28,195.0,195.0,5.36,Received
PO-001009,SUP-06,SKU-00003,WH-WA,2025-10-24,2025-10-28,2025-10-29,67.0,67.0,5.99,Late
PO-001010,SUP-04,SKU-00005,WH-WA,2025-10-24,2025-11-11,2025-11-10,70.0,70.0,2.29,Received
PO-001011,SUP-01,SKU-00015,WH-WA,2025-10-24,2025-10-28,2025-10-28,79.0,79.0,2.27,Received
PO-001012,SUP-05,SKU-00023,WH-WA,2025-10-24,2025-11-02,2025-11-02,118.0,118.0,2.48,Received
PO-001013,SUP-06,SKU-00003,WH-NSW,2025-10-25,2025-10-29,2025-10-30,170.0,170.0,5.99,Late
PO-001014,SUP-07,SKU-00006,WH-NSW,2025-10-25,2025-11-02,2025-10-31,131.0,131.0,4.07,Received
PO-001015,SUP-05,SKU-00023,WH-NSW,2025-10-25,2025-11-03,2025-11-05,281.0,281.0,2.48,Late
PO-001016,SUP-02,SKU-00002,WH-QLD,2025-10-25,2025-11-04,2025-11-04,303.0,303.0,2.21,Received
PO-001017,SUP-06,SKU-00003,WH-VIC,2025-10-25,2025-10-29,2025-10-29,160.0,160.0,5.99,Received
PO-001018,SUP-02,SKU-00024,WH-WA,2025-10-25,2025-11-04,2025-11-03,60.0,48.0,1.36,Received
PO-001019,SUP-05,SKU-00001,WH-NSW,2025-10-26,2025-11-04,2025-11-07,167.0,167.0,1.57,Late
PO-001020,SUP-05,SKU-00013,WH-NSW,2025-10-26,2025-11-04,2025-11-02,149.0,149.0,2.42,Received
PO-001021,SUP-01,SKU-00015,WH-NSW,2025-10-26,2025-10-30,2025-10-30,179.0,179.0,2.27,Received
PO-001022,SUP-05,SKU-00001,WH-QLD,2025-10-26,2025-11-04,2025-11-03,245.0,245.0,1.57,Received
PO-001023,SUP-02,SKU-00008,WH-QLD,2025-10-26,2025-11-05,2025-11-05,416.0,416.0,1.67,Received
PO-001024,SUP-06,SKU-00009,WH-QLD,2025-10-26,2025-10-30,2025-10-31,100.0,100.0,4.65,Late
PO-001025,SUP-05,SKU-00007,WH-VIC,2025-10-26,2025-11-04,2025-11-04,341.0,341.0,2.62,Received
PO-001026,SUP-02,SKU-00008,WH-VIC,2025-10-26,2025-11-05,2025-11-05,275.0,275.0,1.67,Received
PO-001027,SUP-06,SKU-00009,WH-VIC,2025-10-26,2025-10-30,2025-10-31,93.0,93.0,4.65,Late
PO-001028,SUP-07,SKU-00020,WH-VIC,2025-10-26,2025-11-15,2025-11-15,271.0,271.0,5.2,Received
PO-001029,SUP-05,SKU-00007,WH-WA,2025-10-26,2025-11-04,2025-11-03,116.0,116.0,2.62,Received
PO-001030,SUP-06,SKU-00009,WH-WA,2025-10-26,2025-10-30,2025-10-31,151.0,151.0,4.65,Late
PO-001031,SUP-02,SKU-00014,WH-WA,2025-10-26,2025-11-05,2025-11-05,143.0,143.0,4.12,Received
PO-001032,SUP-07,SKU-00020,WH-NSW,2025-10-27,2025-11-16,2025-11-17,224.0,224.0,5.2,Late
PO-001033,SUP-05,SKU-00017,WH-QLD,2025-10-27,2025-11-05,2025-11-07,403.0,403.0,1.83,Late
PO-001034,SUP-02,SKU-00004,WH-VIC,2025-10-27,2025-11-15,2025-11-17,282.0,282.0,5.29,Late
PO-001035,SUP-01,SKU-00015,WH-VIC,2025-10-27,2025-10-31,2025-10-29,310.0,310.0,2.27,Received
PO-001036,SUP-07,SKU-00022,WH-VIC,2025-10-27,2025-11-04,2025-11-02,101.0,101.0,3.85,Received
PO-001037,SUP-05,SKU-00023,WH-VIC,2025-10-27,2025-11-05,2025-11-09,201.0,201.0,2.48,Late
PO-001038,SUP-05,SKU-00001,WH-WA,2025-10-27,2025-11-05,2025-11-05,222.0,222.0,1.57,Received
PO-001039,SUP-02,SKU-00018,WH-WA,2025-10-27,2025-11-06,2025-11-06,220.0,220.0,2.32,Received
PO-001040,SUP-07,SKU-00006,WH-QLD,2025-10-28,2025-11-05,2025-11-04,150.0,150.0,4.07,Received
PO-001041,SUP-02,SKU-00002,WH-VIC,2025-10-28,2025-11-07,2025-11-06,457.0,457.0,2.21,Received
PO-001042,SUP-07,SKU-00006,WH-WA,2025-10-28,2025-11-05,2025-11-04,89.0,89.0,4.07,Received
PO-001043,SUP-07,SKU-00012,WH-WA,2025-10-28,2025-11-05,2025-11-03,62.0,62.0,2.93,Received
PO-001044,SUP-07,SKU-00022,WH-WA,2025-10-28,2025-11-05,2025-11-03,63.0,63.0,3.85,Received
PO-001045,SUP-06,SKU-00003,WH-NSW,2025-10-29,2025-11-02,2025-11-02,157.0,157.0,5.99,Received
PO-001046,SUP-02,SKU-00008,WH-NSW,2025-10-29,2025-11-08,2025-11-07,196.0,178.0,1.67,Received
PO-001047,SUP-06,SKU-00009,WH-NSW,2025-10-29,2025-11-02,2025-11-01,177.0,177.0,4.65,Received
PO-001048,SUP-02,SKU-00016,WH-NSW,2025-10-29,2025-11-17,2025-11-17,78.0,78.0,2.03,Received
PO-001049,SUP-07,SKU-00012,WH-QLD,2025-10-29,2025-11-06,2025-11-07,117.0,117.0,2.93,Late
PO-001050,SUP-01,SKU-00015,WH-QLD,2025-10-29,2025-11-02,2025-11-06,98.0,98.0,2.27,Late
PO-001051,SUP-07,SKU-00022,WH-QLD,2025-10-29,2025-11-06,2025-11-06,62.0,62.0,3.85,Received
PO-001052,SUP-04,SKU-00011,WH-VIC,2025-10-29,2025-11-16,2025-11-15,131.0,131.0,5.92,Received
PO-001053,SUP-05,SKU-00017,WH-VIC,2025-10-29,2025-11-07,2025-11-09,194.0,194.0,1.83,Late
PO-001054,SUP-02,SKU-00002,WH-WA,2025-10-29,2025-11-08,2025-11-08,63.0,63.0,2.21,Received
PO-001055,SUP-02,SKU-00002,WH-NSW,2025-10-30,2025-11-09,2025-11-09,341.0,341.0,2.21,Received
PO-001056,SUP-05,SKU-00007,WH-NSW,2025-10-30,2025-11-08,2025-11-06,205.0,205.0,2.62,Received
PO-001057,SUP-04,SKU-00011,WH-NSW,2025-10-30,2025-11-17,2025-11-19,117.0,117.0,5.92,Late
PO-001058,SUP-02,SKU-00014,WH-NSW,2025-10-30,2025-11-09,2025-11-09,342.0,342.0,4.12,Received
PO-001059,SUP-07,SKU-00022,WH-NSW,2025-10-30,2025-11-07,2025-11-07,143.0,143.0,3.85,Received
PO-001060,SUP-04,SKU-00005,WH-QLD,2025-10-30,2025-11-17,2025-11-19,128.0,128.0,2.29,Late
PO-001061,SUP-02,SKU-00018,WH-QLD,2025-10-30,2025-11-09,2025-11-09,300.0,300.0,2.32,Received
PO-001062,SUP-03,SKU-00010,WH-WA,2025-10-30,2025-11-18,2025-11-18,136.0,136.0,4.29,Received
PO-001063,SUP-01,SKU-00015,WH-WA,2025-10-30,2025-11-03,2025-11-03,83.0,83.0,2.27,Received
PO-001064,SUP-07,SKU-00012,WH-NSW,2025-10-31,2025-11-08,2025-11-08,53.0,53.0,2.93,Received
PO-001065,SUP-05,SKU-00017,WH-NSW,2025-10-31,2025-11-09,2025-11-10,193.0,193.0,1.83,Late
PO-001066,SUP-06,SKU-00019,WH-NSW,2025-10-31,2025-11-04,2025-11-03,186.0,186.0,5.36,Received
PO-001067,SUP-06,SKU-00003,WH-QLD,2025-10-31,2025-11-04,2025-11-05,104.0,104.0,5.99,Late
PO-001068,SUP-05,SKU-00013,WH-QLD,2025-10-31,2025-11-09,2025-11-07,468.0,468.0,2.42,Received
PO-001069,SUP-06,SKU-00019,WH-QLD,2025-10-31,2025-11-04,2025-11-05,245.0,245.0,5.36,Late
PO-001070,SUP-07,SKU-00020,WH-QLD,2025-10-31,2025-11-20,2025-11-19,288.0,288.0,5.2,Received
PO-001071,SUP-05,SKU-00023,WH-QLD,2025-10-31,2025-11-09,2025-11-11,321.0,321.0,2.48,Late
PO-001072,SUP-05,SKU-00001,WH-VIC,2025-10-31,2025-11-09,2025-11-09,241.0,241.0,1.57,Received
PO-001073,SUP-06,SKU-00003,WH-VIC,2025-10-31,2025-11-04,2025-11-04,152.0,152.0,5.99,Received
PO-001074,SUP-02,SKU-00014,WH-VIC,2025-10-31,2025-11-10,2025-11-10,339.0,339.0,4.12,Received
PO-001075,SUP-06,SKU-00019,WH-VIC,2025-10-31,2025-11-04,2025-11-04,202.0,202.0,5.36,Received
PO-001076,SUP-02,SKU-00024,WH-VIC,2025-10-31,2025-11-10,2025-11-10,334.0,334.0,1.36,Received
PO-001077,SUP-06,SKU-00003,WH-WA,2025-10-31,2025-11-04,2025-11-04,71.0,71.0,5.99,Received
PO-001078,SUP-02,SKU-00004,WH-WA,2025-10-31,2025-11-19,2025-11-19,75.0,75.0,5.29,Received
PO-001079,SUP-04,SKU-00005,WH-NSW,2025-11-01,2025-11-19,2025-11-21,54.0,54.0,2.29,Late
PO-001080,SUP-02,SKU-00024,WH-NSW,2025-11-01,2025-11-11,2025-11-11,279.0,279.0,1.36,Received
PO-001081,SUP-05,SKU-00007,WH-QLD,2025-11-01,2025-11-10,2025-11-08,353.0,353.0,2.62,Received
PO-001082,SUP-04,SKU-00011,WH-QLD,2025-11-01,2025-11-19,2025-11-19,95.0,95.0,5.92,Received
PO-001083,SUP-05,SKU-00013,WH-VIC,2025-11-01,2025-11-10,2025-11-10,278.0,278.0,2.42,Received
PO-001084,SUP-02,SKU-00016,WH-VIC,2025-11-01,2025-11-20,2025-11-20,65.0,65.0,2.03,Received
PO-001085,SUP-02,SKU-00018,WH-VIC,2025-11-01,2025-11-11,2025-11-11,392.0,392.0,2.32,Received
PO-001086,SUP-04,SKU-00021,WH-VIC,2025-11-01,2025-11-19,2025-11-21,148.0,148.0,2.1,Late
PO-001087,SUP-05,SKU-00013,WH-WA,2025-11-01,2025-11-10,2025-11-08,260.0,260.0,2.42,Received
PO-001088,SUP-05,SKU-00017,WH-WA,2025-11-01,2025-11-10,2025-11-10,197.0,197.0,1.83,Received
PO-001089,SUP-06,SKU-00019,WH-WA,2025-11-01,2025-11-05,2025-11-05,55.0,55.0,5.36,Received
PO-001090,SUP-07,SKU-00006,WH-NSW,2025-11-02,2025-11-10,2025-11-09,107.0,107.0,4.07,Received
PO-001091,SUP-04,SKU-00021,WH-NSW,2025-11-02,2025-11-20,2025-11-21,51.0,51.0,2.1,Late
PO-001092,SUP-02,SKU-00014,WH-QLD,2025-11-02,2025-11-12,2025-11-12,120.0,120.0,4.12,Received
PO-001093,SUP-05,SKU-00007,WH-VIC,2025-11-02,2025-11-11,2025-11-10,243.0,243.0,2.62,Received
PO-001094,SUP-05,SKU-00001,WH-WA,2025-11-02,2025-11-11,2025-11-11,165.0,165.0,1.57,Received
PO-001095,SUP-06,SKU-00009,WH-WA,2025-11-02,2025-11-06,2025-11-07,101.0,101.0,4.65,Late
PO-001096,SUP-07,SKU-00012,WH-WA,2025-11-02,2025-11-10,2025-11-08,56.0,56.0,2.93,Received
PO-001097,SUP-02,SKU-00016,WH-WA,2025-11-02,2025-11-21,2025-11-20,62.0,62.0,2.03,Received
PO-001098,SUP-06,SKU-00009,WH-NSW,2025-11-03,2025-11-07,2025-11-06,172.0,172.0,4.65,Received
PO-001099,SUP-01,SKU-00015,WH-NSW,2025-11-03,2025-11-07,2025-11-07,173.0,173.0,2.27,Received
PO-001100,SUP-02,SKU-00018,WH-NSW,2025-11-03,2025-11-13,2025-11-14,290.0,290.0,2.32,Late
PO-001101,SUP-02,SKU-00002,WH-QLD,2025-11-03,2025-11-13,2025-11-13,241.0,241.0,2.21,Received
PO-001102,SUP-02,SKU-00008,WH-QLD,2025-11-03,2025-11-13,2025-11-13,415.0,415.0,1.67,Received
PO-001103,SUP-06,SKU-00009,WH-QLD,2025-11-03,2025-11-07,2025-11-07,95.0,95.0,4.65,Received
PO-001104,SUP-03,SKU-00010,WH-QLD,2025-11-03,2025-11-22,2025-11-21,220.0,220.0,4.29,Received
PO-001105,SUP-05,SKU-00017,WH-QLD,2025-11-03,2025-11-12,2025-11-14,347.0,347.0,1.83,Late
PO-001106,SUP-04,SKU-00005,WH-VIC,2025-11-03,2025-11-21,2025-11-21,67.0,67.0,2.29,Received
PO-001107,SUP-07,SKU-00006,WH-VIC,2025-11-03,2025-11-11,2025-11-12,97.0,97.0,4.07,Late
PO-001108,SUP-06,SKU-00009,WH-VIC,2025-11-03,2025-11-07,2025-11-07,99.0,99.0,4.65,Received
PO-001109,SUP-01,SKU-00015,WH-VIC,2025-11-03,2025-11-07,2025-11-07,201.0,169.0,2.27,Received
PO-001110,SUP-05,SKU-00023,WH-VIC,2025-11-03,2025-11-12,2025-11-10,147.0,147.0,2.48,Received
PO-001111,SUP-05,SKU-00007,WH-WA,2025-11-03,2025-11-12,2025-11-11,134.0,134.0,2.62,Received
PO-001112,SUP-04,SKU-00011,WH-WA,2025-11-03,2025-11-21,2025-11-19,68.0,68.0,5.92,Received
PO-001113,SUP-04,SKU-00021,WH-WA,2025-11-03,2025-11-21,2025-11-24,112.0,112.0,2.1,Late
PO-001114,SUP-02,SKU-00024,WH-WA,2025-11-03,2025-11-13,2025-11-13,62.0,62.0,1.36,Received
PO-001115,SUP-05,SKU-00023,WH-NSW,2025-11-04,2025-11-13,2025-11-13,302.0,302.0,2.48,Received
PO-001116,SUP-05,SKU-00001,WH-QLD,2025-11-04,2025-11-13,2025-11-11,240.0,240.0,1.57,Received
PO-001117,SUP-03,SKU-00010,WH-VIC,2025-11-04,2025-11-23,2025-11-24,341.0,341.0,4.29,Late
PO-001118,SUP-01,SKU-00015,WH-WA,2025-11-04,2025-11-08,2025-11-08,80.0,80.0,2.27,Received
PO-001119,SUP-07,SKU-00020,WH-WA,2025-11-04,2025-11-24,2025-11-25,121.0,121.0,5.2,Late
PO-001120,SUP-05,SKU-00023,WH-WA,2025-11-04,2025-11-13,2025-11-12,118.0,101.0,2.48,Received
PO-001121,SUP-04,SKU-00021,WH-QLD,2025-11-05,2025-11-23,2025-11-23,125.0,125.0,2.1,Received
PO-001122,SUP-07,SKU-00022,WH-QLD,2025-11-05,2025-11-13,2025-11-13,61.0,61.0,3.85,Received
PO-001123,SUP-05,SKU-00023,WH-QLD,2025-11-05,2025-11-14,2025-11-15,276.0,276.0,2.48,Late
PO-001124,SUP-02,SKU-00002,WH-VIC,2025-11-05,2025-11-15,2025-11-15,460.0,460.0,2.21,Received
PO-001125,SUP-02,SKU-00008,WH-VIC,2025-11-05,2025-11-15,2025-11-16,312.0,312.0,1.67,Late
PO-001126,SUP-05,SKU-00017,WH-VIC,2025-11-05,2025-11-14,2025-11-14,137.0,137.0,1.83,Received
PO-001127,SUP-06,SKU-00019,WH-VIC,2025-11-05,2025-11-09,2025-11-08,146.0,146.0,5.36,Received
PO-001128,SUP-02,SKU-00024,WH-VIC,2025-11-05,2025-11-15,2025-11-15,357.0,357.0,1.36,Received
PO-001129,SUP-02,SKU-00014,WH-WA,2025-11-05,2025-11-15,2025-11-15,140.0,140.0,4.12,Received
PO-001130,SUP-05,SKU-00001,WH-NSW,2025-11-06,2025-11-15,2025-11-15,159.0,159.0,1.57,Received
PO-001131,SUP-06,SKU-00003,WH-NSW,2025-11-06,2025-11-10,2025-11-10,223.0,223.0,5.99,Received
PO-001132,SUP-02,SKU-00004,WH-NSW,2025-11-06,2025-11-25,2025-11-25,99.0,99.0,5.29,Received
PO-001133,SUP-05,SKU-00007,WH-NSW,2025-11-06,2025-11-15,2025-11-18,194.0,194.0,2.62,Late
PO-001134,SUP-02,SKU-00004,WH-QLD,2025-11-06,2025-11-25,2025-11-25,181.0,181.0,5.29,Received
PO-001135,SUP-07,SKU-00006,WH-QLD,2025-11-06,2025-11-14,2025-11-12,180.0,180.0,4.07,Received
PO-001136,SUP-06,SKU-00003,WH-VIC,2025-11-06,2025-11-10,2025-11-10,157.0,157.0,5.99,Received
PO-001137,SUP-07,SKU-00006,WH-WA,2025-11-06,2025-11-14,2025-11-15,112.0,112.0,4.07,Late
PO-001138,SUP-02,SKU-00018,WH-WA,2025-11-06,2025-11-16,2025-11-16,241.0,241.0,2.32,Received
PO-001139,SUP-02,SKU-00002,WH-NSW,2025-11-07,2025-11-17,2025-11-17,387.0,387.0,2.21,Received
PO-001140,SUP-03,SKU-00010,WH-NSW,2025-11-07,2025-11-26,2025-11-27,152.0,152.0,4.29,Late
PO-001141,SUP-05,SKU-00013,WH-NSW,2025-11-07,2025-11-16,2025-11-16,211.0,211.0,2.42,Received
PO-001142,SUP-05,SKU-00017,WH-NSW,2025-11-07,2025-11-16,2025-11-14,146.0,146.0,1.83,Received
PO-001143,SUP-07,SKU-00022,WH-NSW,2025-11-07,2025-11-15,2025-11-15,145.0,145.0,3.85,Received
PO-001144,SUP-05,SKU-00007,WH-QLD,2025-11-07,2025-11-16,2025-11-18,318.0,318.0,2.62,Late
PO-001145,SUP-05,SKU-00013,WH-QLD,2025-11-07,2025-11-16,2025-11-20,395.0,395.0,2.42,Late
PO-001146,SUP-01,SKU-00015,WH-QLD,2025-11-07,2025-11-11,2025-11-12,97.0,97.0,2.27,Late
PO-001147,SUP-02,SKU-00018,WH-QLD,2025-11-07,2025-11-17,2025-11-17,308.0,308.0,2.32,Received
PO-001148,SUP-05,SKU-00001,WH-VIC,2025-11-07,2025-11-16,2025-11-15,240.0,240.0,1.57,Received
PO-001149,SUP-02,SKU-00014,WH-NSW,2025-11-08,2025-11-18,2025-11-17,409.0,409.0,4.12,Received
PO-001150,SUP-01,SKU-00015,WH-NSW,2025-11-08,2025-11-12,2025-11-12,130.0,130.0,2.27,Received
PO-001151,SUP-06,SKU-00019,WH-NSW,2025-11-08,2025-11-12,2025-11-13,176.0,176.0,5.36,Late
PO-001152,SUP-02,SKU-00024,WH-NSW,2025-11-08,2025-11-18,2025-11-19,250.0,250.0,1.36,Late
PO-001153,SUP-06,SKU-00003,WH-QLD,2025-11-08,2025-11-12,2025-11-12,114.0,114.0,5.99,Received
PO-001154,SUP-07,SKU-00012,WH-QLD,2025-11-08,2025-11-16,2025-11-20,107.0,107.0,2.93,Late
PO-001155,SUP-02,SKU-00016,WH-QLD,2025-11-08,2025-11-27,2025-11-27,240.0,240.0,2.03,Received
PO-001156,SUP-06,SKU-00019,WH-QLD,2025-11-08,2025-11-12,2025-11-11,303.0,303.0,5.36,Received
PO-001157,SUP-05,SKU-00013,WH-VIC,2025-11-08,2025-11-17,2025-11-15,231.0,231.0,2.42,Received
PO-001158,SUP-01,SKU-00015,WH-VIC,2025-11-08,2025-11-12,2025-11-11,232.0,232.0,2.27,Received
PO-001159,SUP-04,SKU-00005,WH-WA,2025-11-08,2025-11-26,2025-11-25,73.0,73.0,2.29,Received
PO-001160,SUP-05,SKU-00017,WH-WA,2025-11-08,2025-11-17,2025-11-17,176.0,176.0,1.83,Received
PO-001161,SUP-02,SKU-00014,WH-VIC,2025-11-09,2025-11-19,2025-11-20,303.0,303.0,4.12,Late
PO-001162,SUP-07,SKU-00020,WH-VIC,2025-11-09,2025-11-29,2025-11-29,258.0,258.0,5.2,Received
PO-001163,SUP-05,SKU-00001,WH-WA,2025-11-09,2025-11-18,2025-11-21,167.0,167.0,1.57,Late
PO-001164,SUP-02,SKU-00002,WH-WA,2025-11-09,2025-11-19,2025-11-19,62.0,62.0,2.21,Received
PO-001165,SUP-06,SKU-00003,WH-WA,2025-11-09,2025-11-13,2025-11-13,77.0,77.0,5.99,Received
PO-001166,SUP-06,SKU-00009,WH-WA,2025-11-09,2025-11-13,2025-11-12,158.0,158.0,4.65,Received
PO-001167,SUP-02,SKU-00008,WH-NSW,2025-11-10,2025-11-20,2025-11-20,195.0,195.0,1.67,Received
PO-001168,SUP-06,SKU-00009,WH-QLD,2025-11-10,2025-11-14,2025-11-13,89.0,89.0,4.65,Received
PO-001169,SUP-05,SKU-00017,WH-QLD,2025-11-10,2025-11-19,2025-11-17,401.0,401.0,1.83,Received
PO-001170,SUP-02,SKU-00004,WH-VIC,2025-11-10,2025-11-29,2025-11-29,280.0,280.0,5.29,Received
PO-001171,SUP-07,SKU-00006,WH-VIC,2025-11-10,2025-11-18,2025-11-17,76.0,76.0,4.07,Received
PO-001172,SUP-04,SKU-00011,WH-VIC,2025-11-10,2025-11-28,2025-11-26,135.0,135.0,5.92,Received
PO-001173,SUP-07,SKU-00022,WH-VIC,2025-11-10,2025-11-18,2025-11-18,94.0,94.0,3.85,Received
PO-001174,SUP-02,SKU-00024,WH-VIC,2025-11-10,2025-11-20,2025-11-20,356.0,356.0,1.36,Received
