date,region,avg_temp_c,precipitation_mm,severe_weather_flag
2026-03-18,NSW,21.8,6.9,False
2026-03-19,NSW,21.0,3.8,False
2026-03-20,NSW,22.6,2.1,False
2026-03-21,NSW,20.2,4.3,False
2026-03-22,NSW,18.4,2.8,False
2026-03-23,NSW,18.6,6.4,False
2026-03-24,NSW,19.9,0.7,False
2026-03-25,NSW,18.6,0.4,False
2026-03-26,NSW,21.2,1.7,False
2026-03-27,NSW,19.7,0.3,False
2026-03-28,NSW,24.1,1.7,False
2026-03-29,NSW,17.4,3.2,True
2026-03-30,NSW,20.4,5.3,False
2026-03-31,NSW,18.1,9.8,False
2026-04-01,NSW,19.0,1.1,False
2026-04-02,NSW,19.9,1.3,False
2026-04-03,NSW,15.9,1.2,False
2026-04-04,NSW,19.9,0.1,False
2026-04-05,NSW,22.4,0.5,False
2026-04-06,NSW,18.5,0.3,False
2026-04-07,NSW,19.5,2.3,False
2026-04-08,NSW,20.6,1.6,False
2026-04-09,NSW,18.6,7.9,False
2026-04-10,NSW,17.8,0.1,False
2026-04-11,NSW,15.0,0.9,False
2026-04-12,NSW,19.5,1.4,False
2026-04-13,NSW,18.2,2.5,False
2026-04-14,NSW,16.7,0.7,False
2026-04-15,NSW,18.4,1.0,False
2026-04-16,NSW,17.1,0.7,False
2026-04-17,NSW,17.1,3.2,False
2026-04-18,NSW,18.8,0.7,False
2026-04-19,NSW,15.5,3.5,False
2026-04-20,NSW,19.2,3.5,False
2026-04-21,NSW,15.2,2.1,False
2026-04-22,NSW,16.3,1.0,False
2026-04-23,NSW,20.3,0.3,False
2026-04-24,NSW,18.9,1.6,False
2026-04-25,NSW,17.1,3.1,False
2026-04-26,NSW,15.3,26.7,True
2026-04-27,NSW,15.9,1.0,False
2026-04-28,NSW,16.7,0.4,False
2026-04-29,NSW,16.5,0.3,False
2026-04-30,NSW,16.2,6.2,False
2026-05-01,NSW,16.2,1.9,False
2026-05-02,NSW,15.8,1.0,False
2026-05-03,NSW,13.7,1.6,False
2026-05-04,NSW,15.1,1.1,False
2026-05-05,NSW,17.3,1.6,False
2026-05-06,NSW,13.5,2.7,False
2026-05-07,NSW,15.3,0.7,False
2026-05-08,NSW,14.1,3.8,False
2026-05-09,NSW,15.5,4.4,False
2026-05-10,NSW,14.6,0.4,False
2026-05-11,NSW,17.5,0.4,False
2026-05-12,NSW,15.8,1.6,False
2026-05-13,NSW,12.8,3.8,False
2026-05-14,NSW,15.9,1.3,False
2026-05-15,NSW,13.4,14.4,False
2026-05-16,NSW,13.7,4.6,False
2026-05-17,NSW,15.0,0.2,False
2026-05-18,NSW,13.6,2.5,False
2026-05-19,NSW,15.7,3.7,False
2026-05-20,NSW,12.9,0.4,False
2026-05-21,NSW,13.1,5.3,False
2026-05-22,NSW,12.9,0.7,False
2026-05-23,NSW,13.0,0.7,False
2026-05-24,NSW,15.5,2.6,False
2026-05-25,NSW,14.7,0.2,False
2026-05-26,NSW,16.3,2.9,False
2026-05-27,NSW,17.1,0.8,False
2026-05-28,NSW,11.8,0.7,False
2026-05-29,NSW,13.4,3.4,False
2026-05-30,NSW,11.3,1.9,False
2026-05-31,NSW,11.9,3.5,False
2026-06-01,NSW,12.0,2.2,False
2026-06-02,NSW,11.3,6.0,False
2026-06-03,NSW,11.2,4.5,False
2026-06-04,NSW,12.6,1.4,False
2026-06-05,NSW,10.8,2.9,False
2026-06-06,NSW,14.0,0.3,False
2026-06-07,NSW,11.1,3.4,False
2026-06-08,NSW,17.0,0.3,False
2026-06-09,NSW,11.7,0.1,False
2026-06-10,NSW,12.5,1.4,False
2026-06-11,NSW,10.2,1.2,False
2026-06-12,NSW,14.9,3.2,False
2026-06-13,NSW,13.9,0.2,False
2026-06-14,NSW,12.5,6.4,False
2026-06-15,NSW,9.9,5.1,False
2026-06-16,NSW,12.3,7.8,False
2026-06-17,NSW,10.1,0.3,False
2026-06-18,NSW,14.2,1.2,False
2026-06-19,NSW,13.1,0.5,False
2026-06-20,NSW,11.9,0.7,False
2026-06-21,NSW,7.8,1.6,False
2026-06-22,NSW,10.0,0.9,False
2026-06-23,NSW,12.7,0.7,False
2026-06-24,NSW,13.5,1.2,False
2026-06-25,NSW,13.3,2.1,False
2026-06-26,NSW,8.9,0.5,False
2026-06-27,NSW,11.9,1.1,False
2026-06-28,NSW,13.0,1.8,False
2026-06-29,NSW,8.7,5.8,False
2026-06-30,NSW,11.3,2.1,False
2026-07-01,NSW,11.7,7.7,False
2026-07-02,NSW,10.7,8.4,False
2026-07-03,NSW,8.2,0.6,False
2026-07-04,NSW,10.6,0.3,False
2026-07-05,NSW,10.6,8.3,False
2026-07-06,NSW,10.9,6.8,False
2026-07-07,NSW,10.2,11.6,False
2026-07-08,NSW,10.4,4.0,False
2026-07-09,NSW,11.0,0.3,False
2026-07-10,NSW,11.8,2.7,False
2026-07-11,NSW,10.5,2.1,False
2026-07-12,NSW,10.4,4.9,False
2026-07-13,NSW,11.2,0.6,False
2026-07-14,NSW,7.9,0.5,False
2026-07-15,NSW,11.8,2.4,False
2026-07-16,NSW,11.0,0.4,False
2026-07-17,NSW,11.1,0.4,False
2026-07-18,NSW,12.5,6.5,False
2026-07-19,NSW,7.9,7.7,False
2026-07-20,NSW,7.9,5.8,False
2026-07-21,NSW,11.5,3.7,False
2026-07-22,NSW,11.0,1.1,False
2026-07-23,NSW,11.3,1.1,False
2026-07-24,NSW,10.3,5.2,False
2026-07-25,NSW,12.1,9.8,False
2026-07-26,NSW,12.6,0.0,False
2026-07-27,NSW,11.9,13.5,False
2026-07-28,NSW,10.7,0.6,False
2026-07-29,NSW,7.8,4.9,False
2026-07-30,NSW,12.4,0.7,False
2026-07-31,NSW,13.2,1.3,False
2025-06-27,QLD,21.7,0.0,False
2025-06-28,QLD,19.6,0.4,False
2025-06-29,QLD,18.3,3.3,False
2025-06-30,QLD,19.0,2.5,False
2025-07-01,QLD,21.3,0.9,False
2025-07-02,QLD,21.5,0.9,False
2025-07-03,QLD,17.8,4.9,False
2025-07-04,QLD,19.0,1.6,False
2025-07-05,QLD,19.2,5.0,False
2025-07-06,QLD,17.5,4.5,False
2025-07-07,QLD,19.0,1.8,False
2025-07-08,QLD,19.1,2.8,False
2025-07-09,QLD,20.9,1.4,False
2025-07-10,QLD,21.0,3.4,False
2025-07-11,QLD,18.5,9.4,False
2025-07-12,QLD,18.7,5.4,False
2025-07-13,QLD,20.1,3.6,False
2025-07-14,QLD,18.1,5.0,False
2025-07-15,QLD,19.9,2.0,False
2025-07-16,QLD,18.9,1.9,False
2025-07-17,QLD,17.4,0.5,False
2025-07-18,QLD,17.5,1.7,False
2025-07-19,QLD,21.3,2.8,False
2025-07-20,QLD,18.8,1.5,False
2025-07-21,QLD,21.6,0.2,False
2025-07-22,QLD,18.2,0.2,False
2025-07-23,QLD,19.5,1.3,False
2025-07-24,QLD,22.9,0.9,False
2025-07-25,QLD,17.4,2.2,False
2025-07-26,QLD,16.0,3.3,False
2025-07-27,QLD,21.1,3.2,False
2025-07-28,QLD,17.8,0.8,False
2025-07-29,QLD,19.1,5.4,False
2025-07-30,QLD,18.2,8.6,False
2025-07-31,QLD,19.6,3.4,False
2025-08-01,QLD,17.7,2.9,False
2025-08-02,QLD,18.9,0.8,False
2025-08-03,QLD,19.9,0.1,False
2025-08-04,QLD,17.6,4.8,False
2025-08-05,QLD,18.2,9.3,False
2025-08-06,QLD,18.7,10.8,False
2025-08-07,QLD,17.0,0.2,False
2025-08-08,QLD,18.7,4.0,False
2025-08-09,QLD,19.6,2.3,False
2025-08-10,QLD,18.8,0.1,False
2025-08-11,QLD,19.0,1.8,False
2025-08-12,QLD,19.5,1.0,False
2025-08-13,QLD,18.5,2.7,False
2025-08-14,QLD,20.7,4.0,False
2025-08-15,QLD,21.9,2.7,False
2025-08-16,QLD,18.9,3.4,False
2025-08-17,QLD,20.5,3.3,False
2025-08-18,QLD,19.4,0.0,False
2025-08-19,QLD,20.4,12.2,False
2025-08-20,QLD,22.4,5.6,False
2025-08-21,QLD,20.7,0.1,False
2025-08-22,QLD,17.1,0.9,False
2025-08-23,QLD,20.7,1.0,False
2025-08-24,QLD,22.0,0.4,False
2025-08-25,QLD,19.7,0.3,False
2025-08-26,QLD,21.8,2.5,False
2025-08-27,QLD,19.1,0.4,False
2025-08-28,QLD,17.9,5.1,False
2025-08-29,QLD,20.6,2.5,False
2025-08-30,QLD,17.6,0.9,False
2025-08-31,QLD,20.1,4.7,False
2025-09-01,QLD,22.6,4.1,False
2025-09-02,QLD,17.5,10.3,False
2025-09-03,QLD,18.6,0.6,False
2025-09-04,QLD,19.0,0.5,False
2025-09-05,QLD,20.7,0.6,False
2025-09-06,QLD,20.2,1.6,False
2025-09-07,QLD,23.1,6.6,False
2025-09-08,QLD,22.5,11.5,False
2025-09-09,QLD,21.8,3.3,False
2025-09-10,QLD,21.3,6.0,False
2025-09-11,QLD,21.8,15.0,False
2025-09-12,QLD,19.9,0.1,False
2025-09-13,QLD,22.7,8.7,False
2025-09-14,QLD,19.6,1.4,False
2025-09-15,QLD,22.8,0.0,False
2025-09-16,QLD,23.4,1.8,False
2025-09-17,QLD,21.9,10.3,False
2025-09-18,QLD,21.4,1.9,False
2025-09-19,QLD,22.4,2.6,False
2025-09-20,QLD,17.3,1.0,False
2025-09-21,QLD,22.4,0.0,False
2025-09-22,QLD,21.8,8.6,False
2025-09-23,QLD,22.0,3.1,False
2025-09-24,QLD,23.3,0.2,False
2025-09-25,QLD,22.1,3.6,False
2025-09-26,QLD,20.5,1.0,False
2025-09-27,QLD,22.2,0.2,False
2025-09-28,QLD,22.6,1.7,False
2025-09-29,QLD,22.7,6.4,False
2025-09-30,QLD,22.9,7.5,False
2025-10-01,QLD,24.4,4.5,False
2025-10-02,QLD,21.1,3.8,False
2025-10-03,QLD,23.2,0.9,False
2025-10-04,QLD,25.0,0.6,False
2025-10-05,QLD,20.3,6.0,False
2025-10-06,QLD,23.4,1.6,False
2025-10-07,QLD,22.3,9.5,False
2025-10-08,QLD,22.7,2.9,False
2025-10-09,QLD,22.0,4.6,False
2025-10-10,QLD,23.2,3.7,False
2025-10-11,QLD,26.5,2.3,False
2025-10-12,QLD,21.6,0.0,False
2025-10-13,QLD,21.9,0.5,False
2025-10-14,QLD,21.8,0.8,False
2025-10-15,QLD,26.7,0.3,False
2025-10-16,QLD,23.3,0.5,False
2025-10-17,QLD,24.1,2.9,False
2025-10-18,QLD,23.5,3.3,False
2025-10-19,QLD,22.8,4.4,False
2025-10-20,QLD,24.0,0.7,False
2025-10-21,QLD,28.4,5.6,False
2025-10-22,QLD,26.7,0.8,False
2025-10-23,QLD,23.2,0.1,False
2025-10-24,QLD,25.7,1.8,False
2025-10-25,QLD,23.4,0.7,False
2025-10-26,QLD,22.0,3.2,False
2025-10-27,QLD,26.6,9.2,False
2025-10-28,QLD,26.9,2.1,False
2025-10-29,QLD,26.8,8.9,False
2025-10-30,QLD,24.4,1.7,False
2025-10-31,QLD,25.0,0.1,False
2025-11-01,QLD,26.6,8.6,False
2025-11-02,QLD,26.1,2.3,False
2025-11-03,QLD,24.9,7.0,False
2025-11-04,QLD,23.0,0.8,False
2025-11-05,QLD,25.9,2.8,False
2025-11-06,QLD,27.5,0.3,False
2025-11-07,QLD,23.9,3.4,False
2025-11-08,QLD,27.0,1.8,False
2025-11-09,QLD,26.5,5.9,False
2025-11-10,QLD,27.3,3.4,False
2025-11-11,QLD,27.6,3.5,False
2025-11-12,QLD,25.1,1.6,False
2025-11-13,QLD,23.7,3.8,False
2025-11-14,QLD,25.5,4.9,False
2025-11-15,QLD,27.9,2.7,False
2025-11-16,QLD,25.7,6.4,False
2025-11-17,QLD,25.5,0.9,False
2025-11-18,QLD,23.8,2.5,False
2025-11-19,QLD,29.6,3.5,False
2025-11-20,QLD,28.2,1.5,False
2025-11-21,QLD,28.1,0.8,False
2025-11-22,QLD,28.5,0.4,False
2025-11-23,QLD,28.0,3.1,False
2025-11-24,QLD,26.7,1.0,False
2025-11-25,QLD,26.9,0.2,False
2025-11-26,QLD,26.6,3.0,False
2025-11-27,QLD,31.5,0.4,False
2025-11-28,QLD,28.3,7.5,False
2025-11-29,QLD,26.7,0.3,False
2025-11-30,QLD,28.2,4.9,False
2025-12-01,QLD,25.9,3.6,False
2025-12-02,QLD,30.0,0.2,False
2025-12-03,QLD,26.6,1.6,False
2025-12-04,QLD,28.5,6.1,False
2025-12-05,QLD,29.5,0.6,False
2025-12-06,QLD,28.5,2.2,False
2025-12-07,QLD,28.1,6.2,False
2025-12-08,QLD,28.0,0.7,False
2025-12-09,QLD,27.9,1.0,False
2025-12-10,QLD,27.1,0.4,False
2025-12-11,QLD,27.4,8.5,False
2025-12-12,QLD,30.5,0.3,False
2025-12-13,QLD,28.0,10.6,False
2025-12-14,QLD,27.0,1.7,False
2025-12-15,QLD,27.5,5.5,False
2025-12-16,QLD,30.1,4.8,False
2025-12-17,QLD,29.5,3.3,False
2025-12-18,QLD,29.3,2.0,False
2025-12-19,QLD,28.0,3.2,False
2025-12-20,QLD,29.4,1.3,False
2025-12-21,QLD,27.5,3.8,False
2025-12-22,QLD,28.2,0.0,False
2025-12-23,QLD,30.2,0.2,False
2025-12-24,QLD,30.0,0.4,False
2025-12-25,QLD,27.1,0.6,False
2025-12-26,QLD,27.3,0.9,False
2025-12-27,QLD,28.9,6.2,False
2025-12-28,QLD,31.5,12.8,False
2025-12-29,QLD,25.7,0.7,False
2025-12-30,QLD,29.3,0.2,False
2025-12-31,QLD,26.6,0.8,True
2026-01-01,QLD,27.8,4.1,False
2026-01-02,QLD,28.3,6.1,False
2026-01-03,QLD,28.2,1.8,False
2026-01-04,QLD,28.1,1.7,False
2026-01-05,QLD,28.9,3.1,False
2026-01-06,QLD,28.1,4.3,False
2026-01-07,QLD,26.6,2.8,False
2026-01-08,QLD,30.2,0.1,False
2026-01-09,QLD,30.2,13.5,False
2026-01-10,QLD,30.3,1.7,False
2026-01-11,QLD,26.5,2.1,False
2026-01-12,QLD,29.5,0.3,False
2026-01-13,QLD,30.1,0.2,False
2026-01-14,QLD,27.3,0.2,False
2026-01-15,QLD,29.0,2.6,False
2026-01-16,QLD,28.8,0.2,False
2026-01-17,QLD,31.9,10.8,False
2026-01-18,QLD,32.1,2.2,False
2026-01-19,QLD,26.3,2.2,False
2026-01-20,QLD,33.0,6.4,False
2026-01-21,QLD,27.5,2.1,False
2026-01-22,QLD,30.5,0.7,False
2026-01-23,QLD,30.5,3.8,False
2026-01-24,QLD,27.3,0.1,False
2026-01-25,QLD,29.7,0.4,False
2026-01-26,QLD,28.7,3.0,False
2026-01-27,QLD,29.8,0.1,False
2026-01-28,QLD,29.2,2.7,False
2026-01-29,QLD,30.8,6.9,False
2026-01-30,QLD,29.0,15.4,False
2026-01-31,QLD,28.5,5.2,False
2026-02-01,QLD,30.5,0.8,False
2026-02-02,QLD,29.7,1.4,False
2026-02-03,QLD,29.9,1.1,False
2026-02-04,QLD,27.6,1.2,False
2026-02-05,QLD,27.0,3.9,False
2026-02-06,QLD,27.7,6.5,False
2026-02-07,QLD,27.6,1.5,False
2026-02-08,QLD,29.8,0.0,False
2026-02-09,QLD,30.1,1.2,False
2026-02-10,QLD,28.3,2.6,False
2026-02-11,QLD,30.8,0.9,False
2026-02-12,QLD,30.6,1.5,False
2026-02-13,QLD,28.8,6.1,False
2026-02-14,QLD,27.0,1.0,False
2026-02-15,QLD,30.8,2.2,False
2026-02-16,QLD,28.2,2.5,False
2026-02-17,QLD,28.4,6.4,False
2026-02-18,QLD,27.6,1.7,False
2026-02-19,QLD,26.7,2.9,False
2026-02-20,QLD,25.7,1.4,False
2026-02-21,QLD,29.0,1.6,False
2026-02-22,QLD,26.7,16.2,False
2026-02-23,QLD,32.8,2.4,False
2026-02-24,QLD,26.1,13.2,False
2026-02-25,QLD,25.8,2.0,False
2026-02-26,QLD,28.6,0.2,False
2026-02-27,QLD,30.1,0.4,False
2026-02-28,QLD,27.7,0.1,False
2026-03-01,QLD,28.5,3.6,False
2026-03-02,QLD,24.6,2.8,False
2026-03-03,QLD,26.4,0.8,False
2026-03-04,QLD,25.7,4.4,False
2026-03-05,QLD,24.3,5.7,False
2026-03-06,QLD,27.4,2.8,False
2026-03-07,QLD,23.6,1.9,False
2026-03-08,QLD,25.0,1.4,False
2026-03-09,QLD,26.2,0.8,False
2026-03-10,QLD,25.7,2.3,False
2026-03-11,QLD,27.6,3.3,False
2026-03-12,QLD,27.3,2.3,False
2026-03-13,QLD,28.2,2.5,False
2026-03-14,QLD,27.9,12.3,False
2026-03-15,QLD,28.5,9.5,False
2026-03-16,QLD,26.6,1.7,False
2026-03-17,QLD,27.0,1.0,False
2026-03-18,QLD,27.2,27.8,False
2026-03-19,QLD,26.6,0.4,False
2026-03-20,QLD,25.6,4.1,False
2026-03-21,QLD,25.7,6.1,False
2026-03-22,QLD,24.8,0.1,False
2026-03-23,QLD,26.7,10.4,False
2026-03-24,QLD,25.8,2.1,False
2026-03-25,QLD,24.8,3.8,False
2026-03-26,QLD,24.7,0.6,False
2026-03-27,QLD,23.8,11.1,False
2026-03-28,QLD,27.2,6.1,False
2026-03-29,QLD,25.7,3.5,False
2026-03-30,QLD,24.1,1.3,False
2026-03-31,QLD,26.7,3.9,False
2026-04-01,QLD,24.4,4.4,False
2026-04-02,QLD,23.0,13.0,False
2026-04-03,QLD,26.8,0.5,False
2026-04-04,QLD,24.2,2.2,False
2026-04-05,QLD,24.3,0.9,False
2026-04-06,QLD,24.9,1.1,False
2026-04-07,QLD,26.6,10.0,False
2026-04-08,QLD,24.7,0.4,False
2026-04-09,QLD,22.7,5.7,False
2026-04-10,QLD,25.4,11.8,False
2026-04-11,QLD,23.7,0.1,False
2026-04-12,QLD,27.4,1.0,False
2026-04-13,QLD,24.3,1.5,False
2026-04-14,QLD,20.6,0.4,False
2026-04-15,QLD,24.7,0.3,False
2026-04-16,QLD,27.1,1.0,False
2026-04-17,QLD,26.5,0.7,False
2026-04-18,QLD,26.8,4.0,False
2026-04-19,QLD,22.1,4.0,False
2026-04-20,QLD,25.1,4.2,False
2026-04-21,QLD,22.4,9.9,False
2026-04-22,QLD,23.9,0.3,False
2026-04-23,QLD,21.4,2.4,False
2026-04-24,QLD,22.3,2.1,False
2026-04-25,QLD,22.2,10.3,False
2026-04-26,QLD,24.6,0.8,False
2026-04-27,QLD,24.4,4.9,False
2026-04-28,QLD,23.4,0.7,False
2026-04-29,QLD,20.8,0.3,False
2026-04-30,QLD,22.3,3.4,False
2026-05-01,QLD,21.6,3.3,False
2026-05-02,QLD,24.1,11.4,False
2026-05-03,QLD,24.5,0.4,False
2026-05-04,QLD,24.2,1.6,False
2026-05-05,QLD,21.2,8.6,False
2026-05-06,QLD,18.0,3.1,False
2026-05-07,QLD,19.4,5.2,False
2026-05-08,QLD,24.5,0.4,False
2026-05-09,QLD,21.5,0.1,False
2026-05-10,QLD,20.8,2.4,False
2026-05-11,QLD,24.6,1.3,False
2026-05-12,QLD,23.9,3.9,False
2026-05-13,QLD,21.8,5.9,False
2026-05-14,QLD,21.2,8.9,False
2026-05-15,QLD,21.4,9.2,False
2026-05-16,QLD,21.9,4.3,False
2026-05-17,QLD,24.0,0.3,False
2026-05-18,QLD,22.1,1.4,False
2026-05-19,QLD,22.5,2.8,False
2026-05-20,QLD,23.1,10.1,False
2026-05-21,QLD,19.3,0.1,False
2026-05-22,QLD,22.3,5.7,False
2026-05-23,QLD,20.6,1.1,False
2026-05-24,QLD,17.0,0.6,False
2026-05-25,QLD,17.5,0.4,False
2026-05-26,QLD,19.2,1.9,False
2026-05-27,QLD,21.6,8.9,False
2026-05-28,QLD,20.9,4.4,False
2026-05-29,QLD,20.9,6.7,False
2026-05-30,QLD,23.7,3.4,False
2026-05-31,QLD,18.5,2.5,False
2026-06-01,QLD,20.4,19.2,False
2026-06-02,QLD,20.9,6.6,False
2026-06-03,QLD,19.2,8.2,False
2026-06-04,QLD,20.3,0.0,False
2026-06-05,QLD,17.7,0.2,False
2026-06-06,QLD,22.4,3.5,False
2026-06-07,QLD,19.0,8.4,False
2026-06-08,QLD,23.3,4.6,False
2026-06-09,QLD,20.0,0.0,False
2026-06-10,QLD,21.6,5.0,False
2026-06-11,QLD,19.8,5.8,False
2026-06-12,QLD,19.8,15.6,False
2026-06-13,QLD,18.9,0.0,False
2026-06-14,QLD,20.0,0.4,False
2026-06-15,QLD,20.2,6.9,False
2026-06-16,QLD,18.4,4.2,False
2026-06-17,QLD,19.4,1.8,False
2026-06-18,QLD,18.6,2.5,False
2026-06-19,QLD,23.2,2.9,False
2026-06-20,QLD,19.4,9.0,False
2026-06-21,QLD,22.0,7.1,False
2026-06-22,QLD,19.1,2.5,False
2026-06-23,QLD,19.8,2.2,False
2026-06-24,QLD,17.3,1.8,False
2026-06-25,QLD,18.6,3.2,False
2026-06-26,QLD,19.6,5.7,False
2026-06-27,QLD,21.8,4.9,True
2026-06-28,QLD,19.6,8.0,False
2026-06-29,QLD,21.4,3.3,False
2026-06-30,QLD,20.2,3.8,False
2026-07-01,QLD,21.8,2.3,False
2026-07-02,QLD,19.1,7.9,False
2026-07-03,QLD,23.0,16.5,False
2026-07-04,QLD,18.3,1.8,False
2026-07-05,QLD,17.9,4.5,False
2026-07-06,QLD,17.1,0.8,False
2026-07-07,QLD,22.8,3.3,False
2026-07-08,QLD,20.4,5.2,False
2026-07-09,QLD,18.5,1.3,False
2026-07-10,QLD,21.0,2.3,False
2026-07-11,QLD,20.1,12.0,False
2026-07-12,QLD,22.2,0.0,False
2026-07-13,QLD,16.5,8.1,False
2026-07-14,QLD,18.6,12.9,False
2026-07-15,QLD,18.3,4.0,False
2026-07-16,QLD,15.8,3.9,False
2026-07-17,QLD,20.7,2.0,False
2026-07-18,QLD,18.6,7.7,False
2026-07-19,QLD,20.2,3.9,False
2026-07-20,QLD,22.8,3.2,False
2026-07-21,QLD,18.4,2.5,False
2026-07-22,QLD,18.3,4.1,False
2026-07-23,QLD,19.2,0.0,False
2026-07-24,QLD,20.6,1.4,False
2026-07-25,QLD,18.1,2.8,False
2026-07-26,QLD,18.1,3.1,False
2026-07-27,QLD,20.8,2.3,False
2026-07-28,QLD,19.7,8.0,False
2026-07-29,QLD,15.8,4.2,False
2026-07-30,QLD,17.2,3.4,False
2026-07-31,QLD,21.6,12.2,False
2025-06-27,WA,15.4,1.0,False
2025-06-28,WA,15.8,1.3,False
2025-06-29,WA,13.7,1.7,False
2025-06-30,WA,13.4,0.2,False
2025-07-01,WA,13.2,0.6,False
2025-07-02,WA,13.3,0.3,False
2025-07-03,WA,15.1,0.0,False
2025-07-04,WA,14.0,0.8,False
2025-07-05,WA,14.0,1.2,False
2025-07-06,WA,11.8,1.1,False
2025-07-07,WA,12.0,0.1,False
2025-07-08,WA,17.0,3.8,False
2025-07-09,WA,13.3,0.4,False
2025-07-10,WA,12.3,2.0,False
2025-07-11,WA,15.8,2.1,False
2025-07-12,WA,14.0,0.3,False
2025-07-13,WA,14.4,0.1,False
2025-07-14,WA,13.3,0.1,False
2025-07-15,WA,13.0,0.7,False
2025-07-16,WA,13.2,1.9,False
2025-07-17,WA,11.3,0.3,False
2025-07-18,WA,13.4,0.2,False
2025-07-19,WA,14.0,2.0,False
2025-07-20,WA,16.5,0.3,False
2025-07-21,WA,13.7,3.7,False
2025-07-22,WA,9.8,1.5,False
2025-07-23,WA,13.4,1.9,False
2025-07-24,WA,17.9,4.6,False
2025-07-25,WA,15.0,0.4,False
2025-07-26,WA,12.3,1.8,False
2025-07-27,WA,14.6,0.9,False
2025-07-28,WA,12.4,0.3,False
2025-07-29,WA,11.5,2.0,False
2025-07-30,WA,13.1,0.1,False
2025-07-31,WA,13.9,4.1,False
2025-08-01,WA,10.7,2.5,False
2025-08-02,WA,11.9,8.7,False
2025-08-03,WA,13.8,1.4,False
2025-08-04,WA,13.2,5.5,False
2025-08-05,WA,14.5,0.4,False
2025-08-06,WA,12.0,1.7,False
2025-08-07,WA,15.1,1.7,False
2025-08-08,WA,12.1,2.6,False
2025-08-09,WA,16.7,6.4,False
2025-08-10,WA,11.4,3.5,False
2025-08-11,WA,12.4,0.2,False
2025-08-12,WA,14.9,1.8,False
2025-08-13,WA,16.9,0.8,False
2025-08-14,WA,14.8,0.3,False
2025-08-15,WA,15.3,1.4,False
2025-08-16,WA,14.5,1.1,False
2025-08-17,WA,12.9,0.1,False
2025-08-18,WA,13.8,1.7,False
2025-08-19,WA,12.7,0.2,False
2025-08-20,WA,12.6,3.1,False
2025-08-21,WA,15.4,0.7,False
2025-08-22,WA,13.0,2.0,False
2025-08-23,WA,15.4,0.4,False
2025-08-24,WA,12.9,5.1,False
2025-08-25,WA,15.5,0.1,False
2025-08-26,WA,14.3,4.8,False
2025-08-27,WA,17.5,0.4,False
2025-08-28,WA,15.8,0.3,False
2025-08-29,WA,17.3,2.0,False
2025-08-30,WA,14.2,1.7,False
2025-08-31,WA,15.6,7.0,False
2025-09-01,WA,14.0,1.5,False
2025-09-02,WA,15.0,0.5,False
2025-09-03,WA,15.4,1.9,False
2025-09-04,WA,14.7,1.8,False
2025-09-05,WA,14.0,1.8,False
2025-09-06,WA,13.8,7.5,False
2025-09-07,WA,12.4,0.7,False
2025-09-08,WA,14.6,1.2,False
2025-09-09,WA,17.3,3.8,False
2025-09-10,WA,13.9,2.3,False
2025-09-11,WA,14.4,0.5,False
2025-09-12,WA,19.5,3.1,False
2025-09-13,WA,15.7,0.4,False
2025-09-14,WA,17.4,2.4,False
2025-09-15,WA,18.0,4.3,False
2025-09-16,WA,18.1,3.2,False
2025-09-17,WA,14.7,0.0,False
2025-09-18,WA,16.9,1.6,False
2025-09-19,WA,14.8,0.4,False
2025-09-20,WA,21.4,0.9,False
2025-09-21,WA,15.0,3.0,False
2025-09-22,WA,16.0,0.4,False
2025-09-23,WA,16.1,5.8,False
2025-09-24,WA,15.5,0.1,False
2025-09-25,WA,20.2,0.4,False
2025-09-26,WA,22.0,0.1,False
2025-09-27,WA,17.5,1.5,False
2025-09-28,WA,16.3,0.6,False
2025-09-29,WA,14.9,1.5,False
2025-09-30,WA,18.2,4.6,False
2025-10-01,WA,18.2,2.1,False
2025-10-02,WA,17.8,0.1,False
2025-10-03,WA,19.3,0.0,False
2025-10-04,WA,19.7,2.4,False
2025-10-05,WA,19.7,0.2,False
2025-10-06,WA,18.8,1.6,False
2025-10-07,WA,17.7,5.3,False
2025-10-08,WA,20.6,1.8,False
2025-10-09,WA,19.7,2.9,False
2025-10-10,WA,21.2,1.1,False
2025-10-11,WA,21.2,1.1,False
2025-10-12,WA,17.8,0.1,False
2025-10-13,WA,17.9,0.4,False
2025-10-14,WA,19.1,0.1,False
2025-10-15,WA,18.7,0.8,False
2025-10-16,WA,21.7,2.4,False
2025-10-17,WA,21.2,0.3,False
2025-10-18,WA,22.5,4.0,False
2025-10-19,WA,21.5,1.6,False
2025-10-20,WA,21.3,2.0,False
2025-10-21,WA,23.0,3.7,False
2025-10-22,WA,22.0,1.5,False
2025-10-23,WA,21.5,2.0,False
2025-10-24,WA,23.8,1.7,False
2025-10-25,WA,21.8,0.2,False
2025-10-26,WA,21.2,0.5,False
2025-10-27,WA,20.5,3.5,False
2025-10-28,WA,23.1,7.6,False
2025-10-29,WA,24.0,0.4,False
2025-10-30,WA,22.1,1.2,False
2025-10-31,WA,24.4,0.7,False
2025-11-01,WA,19.3,2.3,False
2025-11-02,WA,22.4,1.7,False
2025-11-03,WA,22.6,0.1,False
2025-11-04,WA,21.6,7.6,False
2025-11-05,WA,26.7,5.7,False
2025-11-06,WA,22.9,2.8,False
2025-11-07,WA,22.4,1.7,False
2025-11-08,WA,23.2,0.7,False
