return_id,date,store_id,sku_id,quantity,reason
RET-000411,2026-04-30,STR-02,SKU-00011,2,Quality issue
RET-000412,2025-09-14,STR-01,SKU-00009,1,Damaged in transit
RET-000413,2025-08-05,STR-02,SKU-00023,2,Quality issue
RET-000414,2025-11-01,STR-04,SKU-00022,2,Near expiry
RET-000415,2026-06-20,STR-06,SKU-00003,2,Near expiry
RET-000416,2026-05-18,STR-08,SKU-00014,2,Customer change of mind
RET-000417,2026-04-10,STR-01,SKU-00008,2,Incorrect item
RET-000418,2025-09-16,STR-08,SKU-00013,2,Incorrect item
RET-000419,2025-11-17,STR-05,SKU-00014,2,Incorrect item
RET-000420,2026-06-06,STR-03,SKU-00018,1,Customer change of mind
RET-000421,2025-07-26,STR-04,SKU-00001,1,Quality issue
RET-000422,2026-08-04,STR-07,SKU-00005,1,Quality issue
RET-000423,2025-12-24,STR-01,SKU-00022,2,Quality issue
RET-000424,2025-09-04,STR-06,SKU-00010,1,Near expiry
RET-000425,2026-07-20,STR-01,SKU-00008,2,Near expiry
RET-000426,2026-06-21,STR-03,SKU-00009,2,Quality issue
RET-000427,2025-11-19,STR-05,SKU-00017,2,Quality issue
RET-000428,2026-04-21,STR-08,SKU-00001,2,Customer change of mind
RET-000429,2026-02-09,STR-05,SKU-00024,2,Damaged in transit
RET-000430,2025-08-30,STR-01,SKU-00024,2,Quality issue
RET-000431,2026-05-29,STR-01,SKU-00007,1,Quality issue
RET-000432,2026-03-24,STR-01,SKU-00011,1,Damaged in transit
RET-000433,2026-05-17,STR-05,SKU-00011,2,Quality issue
RET-000434,2025-07-01,STR-05,SKU-00019,2,Near expiry
RET-000435,2025-12-12,STR-03,SKU-00005,2,Customer change of mind
RET-000436,2026-04-09,STR-05,SKU-00006,1,Near expiry
RET-000437,2026-05-26,STR-02,SKU-00010,2,Customer change of mind
RET-000438,2026-01-14,STR-02,SKU-00008,1,Quality issue
RET-000439,2026-02-04,STR-04,SKU-00009,2,Near expiry
RET-000440,2025-11-21,STR-01,SKU-00010,1,Incorrect item
RET-000441,2025-10-22,STR-03,SKU-00018,1,Near expiry
RET-000442,2026-02-14,STR-04,SKU-00007,2,Quality issue
RET-000443,2025-08-13,STR-08,SKU-00010,1,Quality issue
RET-000444,2025-11-05,STR-05,SKU-00018,2,Customer change of mind
RET-000445,2025-08-22,STR-07,SKU-00013,1,Quality issue
RET-000446,2025-08-16,STR-08,SKU-00019,1,Incorrect item
RET-000447,2026-05-03,STR-05,SKU-00005,2,Incorrect item
RET-000448,2025-10-16,STR-02,SKU-00002,1,Near expiry
RET-000449,2025-10-03,STR-02,SKU-00016,2,Near expiry
RET-000450,2026-03-07,STR-02,SKU-00002,1,Customer change of mind
RET-000451,2026-03-20,STR-02,SKU-00002,2,Customer change of mind
RET-000452,2025-12-21,STR-08,SKU-00015,1,Incorrect item
RET-000453,2026-06-11,STR-08,SKU-00011,2,Customer change of mind
RET-000454,2026-06-03,STR-07,SKU-00022,1,Customer change of mind
RET-000455,2026-01-25,STR-03,SKU-00021,2,Incorrect item
RET-000456,2026-01-21,STR-06,SKU-00011,1,Customer change of mind
RET-000457,2025-09-07,STR-03,SKU-00011,1,Incorrect item
RET-000458,2025-09-29,STR-04,SKU-00004,2,Quality issue
RET-000459,2026-04-22,STR-01,SKU-00019,1,Damaged in transit
RET-000460,2025-12-25,STR-08,SKU-00012,2,Quality issue
RET-000461,2026-07-01,STR-03,SKU-00008,1,Incorrect item
RET-000462,2026-02-25,STR-01,SKU-00011,2,Customer change of mind
RET-000463,2026-02-18,STR-07,SKU-00022,2,Customer change of mind
RET-000464,2025-12-19,STR-03,SKU-00016,1,Near expiry
RET-000465,2025-08-27,STR-02,SKU-00006,1,Incorrect item
RET-000466,2026-02-26,STR-08,SKU-00002,2,Damaged in transit
RET-000467,2026-02-11,STR-06,SKU-00004,2,Near expiry
RET-000468,2025-11-20,STR-04,SKU-00017,1,Incorrect item
RET-000469,2025-08-16,STR-07,SKU-00019,2,Quality issue
RET-000470,2026-03-03,STR-05,SKU-00002,1,Customer change of mind
RET-000471,2025-08-14,STR-07,SKU-00021,1,Damaged in transit
RET-000472,2026-04-28,STR-04,SKU-00004,1,Customer change of mind
RET-000473,2025-11-06,STR-08,SKU-00019,2,Near expiry
RET-000474,2025-08-12,STR-08,SKU-00018,2,Quality issue
RET-000475,2026-04-15,STR-01,SKU-00014,2,Quality issue
RET-000476,2025-11-27,STR-02,SKU-00019,2,Quality issue
RET-000477,2025-08-06,STR-01,SKU-00003,2,Quality issue
RET-000478,2025-12-27,STR-05,SKU-00004,1,Customer change of mind
RET-000479,2026-04-27,STR-04,SKU-00010,2,Damaged in transit
RET-000480,2026-07-20,STR-05,SKU-00004,2,Damaged in transit
RET-000481,2025-11-10,STR-05,SKU-00006,2,Quality issue
RET-000482,2026-04-19,STR-01,SKU-00015,2,Quality issue
RET-000483,2026-04-06,STR-08,SKU-00024,1,Damaged in transit
RET-000484,2025-08-22,STR-03,SKU-00018,2,Incorrect item
RET-000485,2025-10-15,STR-03,SKU-00023,1,Damaged in transit
RET-000486,2025-11-24,STR-05,SKU-00001,1,Damaged in transit
RET-000487,2026-01-26,STR-02,SKU-00013,2,Quality issue
RET-000488,2025-09-29,STR-02,SKU-00011,2,Near expiry
RET-000489,2026-03-20,STR-03,SKU-00011,1,Incorrect item
RET-000490,2026-05-19,STR-07,SKU-00016,1,Customer change of mind
RET-000491,2026-08-18,STR-02,SKU-00007,1,Customer change of mind
RET-000492,2025-11-17,STR-08,SKU-00011,1,Customer change of mind
RET-000493,2025-11-09,STR-04,SKU-00018,2,Damaged in transit
RET-000494,2025-10-28,STR-05,SKU-00004,2,Near expiry
RET-000495,2026-06-15,STR-05,SKU-00002,1,Near expiry
RET-000496,2026-03-22,STR-04,SKU-00004,1,Quality issue
RET-000497,2025-11-08,STR-01,SKU-00013,2,Damaged in transit
RET-000498,2025-11-13,STR-02,SKU-00011,1,Damaged in transit
RET-000499,2025-10-21,STR-05,SKU-00003,2,Damaged in transit
RET-000500,2026-01-01,STR-02,SKU-00013,1,Customer change of mind
RET-000501,2025-10-19,STR-04,SKU-00004,2,Incorrect item
RET-000502,2025-09-26,STR-05,SKU-00008,2,Customer change of mind
RET-000503,2025-10-29,STR-02,SKU-00002,1,Incorrect item
RET-000504,2025-07-25,STR-04,SKU-00016,1,Near expiry
RET-000505,2026-03-02,STR-02,SKU-00013,1,Quality issue
RET-000506,2026-05-17,STR-07,SKU-00006,1,Near expiry
RET-000507,2025-11-27,STR-06,SKU-00024,1,Quality issue
RET-000508,2025-08-20,STR-06,SKU-00001,2,Quality issue
RET-000509,2025-10-31,STR-06,SKU-00010,1,Quality issue
RET-000510,2026-08-02,STR-02,SKU-00008,2,Damaged in transit
RET-000511,2026-05-23,STR-08,SKU-00015,1,Quality issue
RET-000512,2025-07-12,STR-08,SKU-00021,1,Near expiry
RET-000513,2025-11-02,STR-07,SKU-00006,1,Damaged in transit
RET-000514,2025-10-06,STR-06,SKU-00001,2,Customer change of mind
RET-000515,2026-07-06,STR-08,SKU-00006,2,Incorrect item
RET-000516,2026-04-19,STR-01,SKU-00004,2,Damaged in transit
RET-000517,2025-07-16,STR-07,SKU-00016,2,Incorrect item
RET-000518,2026-03-09,STR-08,SKU-00009,1,Customer change of mind
RET-000519,2025-09-03,STR-01,SKU-00024,2,Damaged in transit
RET-000520,2026-03-12,STR-07,SKU-00018,1,Near expiry
RET-000521,2026-08-08,STR-05,SKU-00016,1,Damaged in transit
RET-000522,2025-10-15,STR-03,SKU-00002,1,Customer change of mind
RET-000523,2026-03-17,STR-08,SKU-00021,1,Near expiry
RET-000524,2026-03-23,STR-01,SKU-00024,1,Quality issue
RET-000525,2026-03-05,STR-08,SKU-00023,1,Customer change of mind
RET-000526,2025-07-05,STR-04,SKU-00011,1,Quality issue
RET-000527,2026-03-11,STR-03,SKU-00009,2,Incorrect item
RET-000528,2026-07-21,STR-01,SKU-00010,2,Damaged in transit
RET-000529,2025-09-17,STR-04,SKU-00011,1,Incorrect item
RET-000530,2025-12-04,STR-04,SKU-00013,2,Damaged in transit
RET-000531,2026-07-08,STR-06,SKU-00004,2,Quality issue
RET-000532,2026-04-12,STR-07,SKU-00023,2,Customer change of mind
RET-000533,2026-07-20,STR-03,SKU-00021,2,Quality issue
RET-000534,2026-03-10,STR-07,SKU-00013,1,Customer change of mind
RET-000535,2025-11-27,STR-02,SKU-00008,1,Quality issue
RET-000536,2026-06-27,STR-07,SKU-00022,1,Near expiry
RET-000537,2025-12-14,STR-02,SKU-00019,2,Incorrect item
RET-000538,2025-08-11,STR-02,SKU-00002,2,Quality issue
RET-000539,2026-01-26,STR-04,SKU-00017,1,Near expiry
RET-000540,2025-07-24,STR-02,SKU-00008,1,Near expiry
RET-000541,2026-05-13,STR-02,SKU-00002,2,Near expiry
RET-000542,2025-10-04,STR-01,SKU-00014,2,Damaged in transit
RET-000543,2026-04-29,STR-08,SKU-00017,2,Incorrect item
RET-000544,2025-08-26,STR-08,SKU-00004,1,Incorrect item
RET-000545,2026-04-16,STR-02,SKU-00023,2,Customer change of mind
RET-000546,2026-03-04,STR-03,SKU-00021,1,Quality issue
RET-000547,2025-10-31,STR-06,SKU-00019,2,Customer change of mind
RET-000548,2026-05-19,STR-05,SKU-00019,1,Incorrect item
RET-000549,2025-07-30,STR-07,SKU-00021,1,Incorrect item
RET-000550,2026-01-02,STR-05,SKU-00024,1,Quality issue
RET-000551,2026-03-09,STR-06,SKU-00021,1,Damaged in transit
RET-000552,2025-07-18,STR-04,SKU-00018,1,Customer change of mind
RET-000553,2026-01-14,STR-05,SKU-00015,1,Damaged in transit
RET-000554,2026-03-15,STR-08,SKU-00006,2,Incorrect item
RET-000555,2026-08-01,STR-07,SKU-00010,1,Incorrect item
RET-000556,2026-07-22,STR-04,SKU-00005,1,Quality issue
RET-000557,2025-11-04,STR-04,SKU-00018,2,Quality issue
RET-000558,2026-08-09,STR-02,SKU-00023,2,Damaged in transit
RET-000559,2026-07-09,STR-04,SKU-00016,1,Damaged in transit
RET-000560,2026-06-05,STR-01,SKU-00013,2,Damaged in transit
RET-000561,2025-11-20,STR-08,SKU-00012,1,Quality issue
RET-000562,2026-07-24,STR-01,SKU-00024,1,Customer change of mind
RET-000563,2026-05-15,STR-04,SKU-00003,1,Incorrect item
RET-000564,2026-06-03,STR-03,SKU-00018,1,Incorrect item
RET-000565,2025-10-20,STR-05,SKU-00005,2,Incorrect item
RET-000566,2025-10-04,STR-02,SKU-00012,2,Near expiry
RET-000567,2026-03-14,STR-02,SKU-00016,2,Incorrect item
RET-000568,2026-05-12,STR-08,SKU-00023,1,Damaged in transit
RET-000569,2025-11-17,STR-08,SKU-00004,1,Near expiry
RET-000570,2025-08-25,STR-08,SKU-00014,1,Incorrect item
RET-000571,2026-07-19,STR-08,SKU-00006,1,Damaged in transit
RET-000572,2026-07-30,STR-08,SKU-00024,2,Near expiry
RET-000573,2025-09-08,STR-07,SKU-00005,2,Damaged in transit
RET-000574,2026-05-15,STR-06,SKU-00020,2,Quality issue
RET-000575,2025-09-23,STR-06,SKU-00015,2,Near expiry
RET-000576,2026-04-03,STR-05,SKU-00002,1,Damaged in transit
RET-000577,2025-08-21,STR-07,SKU-00007,2,Damaged in transit
RET-000578,2025-11-30,STR-06,SKU-00011,1,Damaged in transit
RET-000579,2026-04-09,STR-02,SKU-00020,1,Customer change of mind
RET-000580,2025-08-15,STR-07,SKU-00016,1,Customer change of mind
RET-000581,2025-12-28,STR-03,SKU-00007,2,Customer change of mind
RET-000582,2025-08-08,STR-07,SKU-00017,1,Quality issue
RET-000583,2026-05-21,STR-03,SKU-00017,2,Customer change of mind
RET-000584,2025-08-20,STR-02,SKU-00011,1,Incorrect item
RET-000585,2026-07-21,STR-05,SKU-00001,2,Near expiry
RET-000586,2026-03-13,STR-06,SKU-00022,2,Quality issue
RET-000587,2026-05-19,STR-07,SKU-00007,2,Incorrect item
RET-000588,2025-12-04,STR-01,SKU-00023,1,Quality issue
RET-000589,2026-02-02,STR-02,SKU-00003,1,Damaged in transit
RET-000590,2025-10-22,STR-01,SKU-00022,2,Near expiry
RET-000591,2026-04-05,STR-08,SKU-00011,1,Damaged in transit
RET-000592,2025-09-26,STR-06,SKU-00020,1,Damaged in transit
RET-000593,2026-07-27,STR-05,SKU-00004,2,Incorrect item
RET-000594,2025-12-21,STR-02,SKU-00019,1,Near expiry
RET-000595,2025-10-30,STR-03,SKU-00001,2,Near expiry
RET-000596,2026-08-07,STR-02,SKU-00013,2,Damaged in transit
RET-000597,2025-12-01,STR-08,SKU-00013,1,Damaged in transit
RET-000598,2026-04-24,STR-07,SKU-00005,1,Quality issue
RET-000599,2026-02-05,STR-01,SKU-00024,2,Customer change of mind
RET-000600,2025-07-20,STR-03,SKU-00011,2,Quality issue
RET-000601,2025-08-05,STR-08,SKU-00001,1,Customer change of mind
RET-000602,2026-08-08,STR-02,SKU-00009,2,Damaged in transit
RET-000603,2026-03-15,STR-04,SKU-00016,1,Quality issue
RET-000604,2026-01-24,STR-08,SKU-00021,1,Near expiry
RET-000605,2026-03-03,STR-06,SKU-00005,2,Damaged in transit
RET-000606,2025-09-20,STR-05,SKU-00008,2,Damaged in transit
RET-000607,2025-08-26,STR-03,SKU-00006,1,Near expiry
RET-000608,2026-05-06,STR-05,SKU-00016,1,Customer change of mind
RET-000609,2026-07-31,STR-08,SKU-00002,2,Incorrect item
RET-000610,2026-07-30,STR-06,SKU-00004,1,Damaged in transit
RET-000611,2026-04-06,STR-05,SKU-00013,2,Damaged in transit
RET-000612,2026-01-01,STR-08,SKU-00021,1,Damaged in transit
RET-000613,2025-08-11,STR-08,SKU-00002,1,Customer change of mind
RET-000614,2026-04-10,STR-08,SKU-00017,1,Incorrect item
RET-000615,2026-03-09,STR-03,SKU-00004,1,Near expiry
RET-000616,2026-07-06,STR-02,SKU-00009,2,Customer change of mind
RET-000617,2026-08-09,STR-05,SKU-00016,2,Incorrect item
RET-000618,2026-07-30,STR-07,SKU-00005,1,Customer change of mind
RET-000619,2026-05-26,STR-07,SKU-00020,1,Near expiry
RET-000620,2025-11-24,STR-08,SKU-00020,2,Near expiry
RET-000621,2026-01-06,STR-04,SKU-00011,1,Damaged in transit
RET-000622,2025-10-28,STR-05,SKU-00011,2,Near expiry
RET-000623,2026-07-18,STR-08,SKU-00015,1,Quality issue
RET-000624,2025-10-08,STR-08,SKU-00002,2,Near expiry
RET-000625,2026-07-04,STR-08,SKU-00017,2,Near expiry
RET-000626,2025-11-02,STR-06,SKU-00011,1,Quality issue
RET-000627,2025-09-22,STR-07,SKU-00008,1,Damaged in transit
RET-000628,2026-04-19,STR-01,SKU-00020,2,Damaged in transit
RET-000629,2025-08-01,STR-03,SKU-00008,2,Damaged in transit
RET-000630,2025-09-20,STR-06,SKU-00020,2,Customer change of mind
RET-000631,2026-05-12,STR-06,SKU-00018,2,Damaged in transit
RET-000632,2026-08-08,STR-01,SKU-00023,1,Incorrect item
RET-000633,2026-08-16,STR-07,SKU-00006,2,Incorrect item
RET-000634,2025-11-07,STR-08,SKU-00023,2,Customer change of mind
RET-000635,2026-01-20,STR-01,SKU-00001,2,Customer change of mind
RET-000636,2026-01-12,STR-03,SKU-00005,2,Incorrect item
RET-000637,2026-03-02,STR-07,SKU-00008,2,Incorrect item
RET-000638,2026-07-23,STR-01,SKU-00014,1,Quality issue
RET-000639,2026-04-01,STR-04,SKU-00001,2,Near expiry
RET-000640,2026-05-02,STR-04,SKU-00022,2,Damaged in transit
RET-000641,2025-09-01,STR-05,SKU-00010,1,Damaged in transit
RET-000642,2026-02-16,STR-03,SKU-00008,2,Customer change of mind
RET-000643,2025-07-20,STR-07,SKU-00016,1,Customer change of mind
RET-000644,2026-04-06,STR-04,SKU-00015,1,Customer change of mind
RET-000645,2026-03-12,STR-01,SKU-00011,1,Quality issue
RET-000646,2026-06-07,STR-01,SKU-00003,2,Quality issue
RET-000647,2026-02-15,STR-04,SKU-00010,1,Quality issue
RET-000648,2026-03-06,STR-05,SKU-00017,1,Quality issue
RET-000649,2025-10-06,STR-02,SKU-00020,1,Damaged in transit
RET-000650,2025-12-25,STR-05,SKU-00014,2,Customer change of mind
RET-000651,2025-08-22,STR-08,SKU-00013,2,Incorrect item
RET-000652,2025-08-23,STR-02,SKU-00003,1,Damaged in transit
RET-000653,2025-12-19,STR-03,SKU-00002,2,Quality issue
RET-000654,2026-03-05,STR-02,SKU-00010,2,Quality issue
RET-000655,2025-09-15,STR-08,SKU-00011,1,Quality issue
RET-000656,2026-03-25,STR-03,SKU-00009,2,Quality issue
RET-000657,2026-04-22,STR-08,SKU-00024,1,Near expiry
RET-000658,2025-08-25,STR-07,SKU-00002,2,Incorrect item
RET-000659,2026-01-18,STR-03,SKU-00008,1,Near expiry
RET-000660,2025-08-31,STR-02,SKU-00009,1,Incorrect item
RET-000661,2026-03-28,STR-03,SKU-00008,2,Incorrect item
RET-000662,2026-07-19,STR-06,SKU-00002,1,Customer change of mind
RET-000663,2026-06-05,STR-08,SKU-00019,2,Customer change of mind
RET-000664,2026-05-19,STR-02,SKU-00009,2,Customer change of mind
RET-000665,2026-06-29,STR-07,SKU-00021,1,Incorrect item
RET-000666,2026-02-03,STR-02,SKU-00015,2,Damaged in transit
RET-000667,2026-08-13,STR-06,SKU-00020,1,Near expiry
RET-000668,2026-08-13,STR-07,SKU-00019,2,Incorrect item
RET-000669,2025-08-07,STR-05,SKU-00004,1,Quality issue
RET-000670,2025-10-26,STR-02,SKU-00022,2,Near expiry
RET-000671,2026-07-30,STR-04,SKU-00020,2,Quality issue
RET-000672,2025-07-25,STR-06,SKU-00010,2,Incorrect item
RET-000673,2026-04-09,STR-03,SKU-00001,2,Quality issue
RET-000674,2026-05-05,STR-06,SKU-00018,2,Incorrect item
RET-000675,2025-09-12,STR-04,SKU-00022,2,Near expiry
RET-000676,2026-02-04,STR-02,SKU-00020,2,Customer change of mind
RET-000677,2025-07-10,STR-08,SKU-00010,1,Near expiry
RET-000678,2026-03-27,STR-06,SKU-00017,1,Damaged in transit
RET-000679,2025-11-16,STR-07,SKU-00018,1,Incorrect item
RET-000680,2025-08-30,STR-01,SKU-00014,2,Incorrect item
RET-000681,2026-01-17,STR-04,SKU-00009,1,Customer change of mind
RET-000682,2025-07-21,STR-08,SKU-00009,1,Incorrect item
RET-000683,2026-06-28,STR-05,SKU-00006,2,Quality issue
RET-000684,2026-03-24,STR-05,SKU-00005,2,Damaged in transit
RET-000685,2025-09-08,STR-02,SKU-00013,1,Incorrect item
RET-000686,2026-01-13,STR-06,SKU-00021,1,Near expiry
RET-000687,2026-03-24,STR-08,SKU-00001,1,Damaged in transit
RET-000688,2025-12-15,STR-03,SKU-00009,2,Incorrect item
RET-000689,2026-05-01,STR-02,SKU-00007,2,Incorrect item
RET-000690,2026-01-12,STR-04,SKU-00014,1,Near expiry
RET-000691,2026-05-07,STR-01,SKU-00010,2,Damaged in transit
RET-000692,2025-12-26,STR-07,SKU-00003,2,Damaged in transit
RET-000693,2026-01-31,STR-04,SKU-00013,1,Incorrect item
RET-000694,2026-04-18,STR-04,SKU-00014,2,Damaged in transit
RET-000695,2026-03-11,STR-04,SKU-00009,1,Incorrect item
RET-000696,2026-05-19,STR-01,SKU-00011,1,Customer change of mind
RET-000697,2025-11-03,STR-03,SKU-00013,2,Incorrect item
RET-000698,2026-05-14,STR-08,SKU-00001,2,Near expiry
RET-000699,2026-04-27,STR-06,SKU-00003,2,Incorrect item
RET-000700,2026-05-07,STR-07,SKU-00016,1,Damaged in transit
RET-000701,2026-02-17,STR-08,SKU-00024,2,Damaged in transit
RET-000702,2025-12-18,STR-02,SKU-00012,1,Damaged in transit
RET-000703,2026-04-13,STR-06,SKU-00017,2,Damaged in transit
RET-000704,2025-12-30,STR-05,SKU-00004,1,Near expiry
RET-000705,2026-01-24,STR-08,SKU-00006,2,Quality issue
RET-000706,2025-11-27,STR-04,SKU-00015,1,Customer change of mind
RET-000707,2025-12-26,STR-08,SKU-00006,2,Quality issue
RET-000708,2026-08-01,STR-07,SKU-00023,1,Near expiry
RET-000709,2025-08-30,STR-05,SKU-00019,2,Incorrect item
RET-000710,2026-07-11,STR-01,SKU-00024,2,Damaged in transit
RET-000711,2026-01-05,STR-07,SKU-00016,2,Customer change of mind
RET-000712,2026-02-28,STR-04,SKU-00007,2,Customer change of mind
RET-000713,2026-02-03,STR-07,SKU-00006,2,Near expiry
RET-000714,2026-06-11,STR-08,SKU-00018,1,Damaged in transit
RET-000715,2025-12-17,STR-01,SKU-00001,2,Quality issue
RET-000716,2026-06-30,STR-08,SKU-00014,1,Quality issue
RET-000717,2025-12-17,STR-01,SKU-00018,2,Incorrect item
RET-000718,2026-02-07,STR-08,SKU-00021,2,Damaged in transit
RET-000719,2026-05-18,STR-02,SKU-00020,2,Quality issue
RET-000720,2025-12-02,STR-05,SKU-00010,1,Incorrect item
RET-000721,2026-06-18,STR-05,SKU-00001,2,Near expiry
RET-000722,2026-06-24,STR-04,SKU-00009,2,Incorrect item
RET-000723,2025-09-03,STR-01,SKU-00010,1,Customer change of mind
RET-000724,2025-08-25,STR-07,SKU-00020,2,Incorrect item
RET-000725,2025-07-11,STR-01,SKU-00023,1,Quality issue
RET-000726,2025-12-09,STR-06,SKU-00006,1,Damaged in transit
RET-000727,2026-03-06,STR-05,SKU-00002,1,Near expiry
RET-000728,2026-06-04,STR-05,SKU-00002,2,Near expiry
RET-000729,2026-06-01,STR-01,SKU-00010,2,Damaged in transit
RET-000730,2025-09-02,STR-04,SKU-00017,1,Customer change of mind
RET-000731,2026-08-15,STR-05,SKU-00003,2,Incorrect item
RET-000732,2025-08-23,STR-08,SKU-00013,2,Incorrect item
RET-000733,2026-04-20,STR-04,SKU-00022,1,Near expiry
RET-000734,2026-06-03,STR-01,SKU-00014,2,Incorrect item
RET-000735,2026-05-01,STR-07,SKU-00003,2,Damaged in transit
RET-000736,2026-02-24,STR-07,SKU-00005,2,Damaged in transit
RET-000737,2026-04-17,STR-06,SKU-00003,2,Damaged in transit
RET-000738,2026-04-20,STR-08,SKU-00002,2,Damaged in transit
RET-000739,2026-06-22,STR-04,SKU-00009,1,Incorrect item
RET-000740,2026-05-30,STR-04,SKU-00020,1,Customer change of mind
RET-000741,2025-11-06,STR-04,SKU-00020,2,Near expiry
RET-000742,2025-12-30,STR-05,SKU-00016,2,Incorrect item
RET-000743,2026-04-13,STR-04,SKU-00005,1,Quality issue
RET-000744,2026-05-12,STR-06,SKU-00020,1,Near expiry
RET-000745,2025-11-18,STR-07,SKU-00017,2,Quality issue
RET-000746,2026-05-09,STR-07,SKU-00022,2,Damaged in transit
RET-000747,2026-02-01,STR-03,SKU-00009,2,Customer change of mind
RET-000748,2025-07-20,STR-08,SKU-00002,2,Near expiry
RET-000749,2025-11-27,STR-06,SKU-00019,2,Near expiry
RET-000750,2026-01-14,STR-01,SKU-00022,1,Damaged in transit
RET-000751,2026-06-25,STR-06,SKU-00001,2,Near expiry
RET-000752,2026-03-04,STR-08,SKU-00010,1,Damaged in transit
RET-000753,2026-01-24,STR-06,SKU-00003,2,Damaged in transit
RET-000754,2026-06-08,STR-07,SKU-00022,2,Incorrect item
RET-000755,2026-07-06,STR-07,SKU-00018,1,Quality issue
RET-000756,2025-07-22,STR-01,SKU-00002,2,Quality issue
RET-000757,2025-07-27,STR-06,SKU-00022,2,Damaged in transit
RET-000758,2025-09-29,STR-05,SKU-00017,2,Quality issue
RET-000759,2026-03-10,STR-05,SKU-00016,1,Damaged in transit
RET-000760,2025-09-19,STR-05,SKU-00016,1,Customer change of mind
RET-000761,2026-04-27,STR-02,SKU-00014,2,Quality issue
RET-000762,2025-09-04,STR-07,SKU-00020,2,Damaged in transit
RET-000763,2025-12-12,STR-04,SKU-00020,1,Customer change of mind
RET-000764,2025-12-29,STR-01,SKU-00004,2,Near expiry
RET-000765,2026-07-12,STR-05,SKU-00001,2,Damaged in transit
RET-000766,2025-12-15,STR-06,SKU-00004,2,Customer change of mind
RET-000767,2026-05-31,STR-05,SKU-00015,1,Customer change of mind
RET-000768,2026-07-13,STR-02,SKU-00020,2,Incorrect item
RET-000769,2025-08-03,STR-01,SKU-00003,2,Damaged in transit
RET-000770,2025-07-25,STR-05,SKU-00017,1,Damaged in transit
RET-000771,2026-04-13,STR-03,SKU-00020,1,Damaged in transit
RET-000772,2026-01-27,STR-07,SKU-00016,1,Quality issue
RET-000773,2025-08-30,STR-02,SKU-00007,2,Quality issue
RET-000774,2025-08-26,STR-07,SKU-00007,2,Customer change of mind
RET-000775,2026-03-31,STR-02,SKU-00012,2,Incorrect item
RET-000776,2025-08-26,STR-03,SKU-00008,1,Near expiry
RET-000777,2025-10-30,STR-04,SKU-00017,1,Incorrect item
RET-000778,2026-06-09,STR-03,SKU-00016,2,Near expiry
RET-000779,2026-01-31,STR-04,SKU-00015,1,Near expiry
RET-000780,2025-11-18,STR-02,SKU-00003,1,Damaged in transit
RET-000781,2026-04-14,STR-07,SKU-00012,1,Customer change of mind
RET-000782,2025-08-30,STR-02,SKU-00019,2,Customer change of mind
RET-000783,2025-10-09,STR-06,SKU-00004,2,Customer change of mind
RET-000784,2025-09-29,STR-02,SKU-00015,2,Damaged in transit
RET-000785,2025-09-29,STR-05,SKU-00020,2,Customer change of mind
RET-000786,2025-10-16,STR-05,SKU-00005,2,Quality issue
RET-000787,2026-01-17,STR-07,SKU-00023,1,Damaged in transit
RET-000788,2026-01-11,STR-05,SKU-00001,2,Damaged in transit
RET-000789,2026-06-04,STR-05,SKU-00021,2,Damaged in transit
RET-000790,2026-07-31,STR-04,SKU-00013,1,Incorrect item
RET-000791,2025-10-17,STR-03,SKU-00004,1,Incorrect item
RET-000792,2025-12-14,STR-02,SKU-00024,1,Damaged in transit
RET-000793,2026-05-31,STR-02,SKU-00010,1,Customer change of mind
RET-000794,2025-12-19,STR-02,SKU-00018,1,Quality issue
RET-000795,2026-06-25,STR-01,SKU-00024,1,Damaged in transit
RET-000796,2026-04-23,STR-06,SKU-00023,1,Incorrect item
RET-000797,2026-01-18,STR-07,SKU-00020,2,Near expiry
RET-000798,2026-04-27,STR-04,SKU-00017,1,Customer change of mind
RET-000799,2025-09-06,STR-04,SKU-00017,2,Near expiry
RET-000800,2026-04-17,STR-08,SKU-00018,1,Customer change of mind
RET-000801,2026-02-27,STR-05,SKU-00017,2,Customer change of mind
RET-000802,2026-02-02,STR-05,SKU-00001,2,Quality issue
RET-000803,2025-11-24,STR-04,SKU-00013,2,Incorrect item
RET-000804,2026-08-14,STR-01,SKU-00015,1,Damaged in transit
RET-000805,2025-11-10,STR-07,SKU-00023,1,Customer change of mind
RET-000806,2025-08-29,STR-08,SKU-00018,1,Incorrect item
RET-000807,2026-07-23,STR-03,SKU-00021,2,Damaged in transit
RET-000808,2025-07-03,STR-05,SKU-00019,1,Incorrect item
RET-000809,2026-03-02,STR-02,SKU-00012,1,Customer change of mind
RET-000810,2025-12-24,STR-04,SKU-00010,1,Quality issue
RET-000811,2025-07-08,STR-08,SKU-00005,1,Near expiry
RET-000812,2025-08-22,STR-05,SKU-00021,2,Incorrect item
RET-000813,2025-08-23,STR-05,SKU-00004,2,Customer change of mind
RET-000814,2025-09-20,STR-05,SKU-00017,2,Damaged in transit
RET-000815,2025-07-24,STR-04,SKU-00004,1,Near expiry
RET-000816,2025-11-30,STR-07,SKU-00012,2,Near expiry
RET-000817,2026-04-15,STR-04,SKU-00015,1,Customer change of mind
RET-000818,2025-09-03,STR-03,SKU-00015,2,Quality issue
RET-000819,2026-06-26,STR-01,SKU-00022,1,Incorrect item
RET-000820,2026-02-03,STR-05,SKU-00018,1,Incorrect item
