date,store_id,sku_id,units_sold,revenue,promo_flag,category,subcategory,unit_price,unit_cost,region,store_format,warehouse_id
2025-09-16,STR-05,SKU-00013,9,44.55,False,Beverages,Juice,4.95,2.42,VIC,Metro,WH-VIC
2025-09-16,STR-05,SKU-00008,18,47.34,False,Snacks,Chips,2.63,1.67,VIC,Metro,WH-VIC
2025-09-16,STR-05,SKU-00006,7,55.02,False,Frozen,Frozen Meals,7.86,4.07,VIC,Metro,WH-VIC
2025-09-16,STR-05,SKU-00017,18,67.32,True,Beverages,Soft Drinks,3.74,1.83,VIC,Metro,WH-VIC
2025-09-16,STR-05,SKU-00003,23,229.54,False,Dairy,Cheese,9.98,5.99,VIC,Metro,WH-VIC
2025-09-16,STR-06,SKU-00011,3,32.91,False,Personal Care,Oral Care,10.97,5.92,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00015,10,31.8,True,Dairy,Yoghurt,3.18,2.27,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00014,17,123.08,True,Snacks,Chips,7.24,4.12,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00017,12,44.88,True,Beverages,Soft Drinks,3.74,1.83,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00006,3,23.58,False,Frozen,Frozen Meals,7.86,4.07,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00004,6,57.78,True,Household,Laundry,9.63,5.29,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00022,15,111.45,False,Frozen,Frozen Meals,7.43,3.85,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00005,1,3.43,False,Personal Care,Oral Care,3.43,2.29,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00024,14,30.1,False,Snacks,Chips,2.15,1.36,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00020,6,56.88,False,Household,Laundry,9.48,5.2,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00003,13,129.74,False,Dairy,Cheese,9.98,5.99,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00023,5,21.0,False,Beverages,Juice,4.2,2.48,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00010,7,56.77,False,Household,Laundry,8.11,4.29,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00021,2,6.28,False,Personal Care,Oral Care,3.14,2.1,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00018,5,16.9,False,Snacks,Biscuits,3.38,2.32,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00002,12,38.76,False,Snacks,Biscuits,3.23,2.21,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00019,7,62.58,False,Dairy,Cheese,8.94,5.36,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00009,8,54.48,False,Dairy,Cheese,6.81,4.65,NSW,Regional,WH-NSW
2025-09-16,STR-06,SKU-00001,7,22.54,False,Beverages,Soft Drinks,3.22,1.57,NSW,Regional,WH-NSW
2025-09-16,STR-07,SKU-00014,7,50.68,True,Snacks,Chips,7.24,4.12,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00022,10,74.3,False,Frozen,Frozen Meals,7.43,3.85,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00005,8,27.44,False,Personal Care,Oral Care,3.43,2.29,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00012,9,46.26,False,Frozen,Frozen Meals,5.14,2.93,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00013,17,84.15,False,Beverages,Juice,4.95,2.42,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00019,18,160.92,False,Dairy,Cheese,8.94,5.36,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00016,8,27.84,False,Household,Laundry,3.48,2.03,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00010,8,64.88,False,Household,Laundry,8.11,4.29,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00021,4,12.56,False,Personal Care,Oral Care,3.14,2.1,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00004,7,67.41,True,Household,Laundry,9.63,5.29,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00007,19,83.98,False,Beverages,Juice,4.42,2.62,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00018,14,47.32,False,Snacks,Biscuits,3.38,2.32,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00002,7,22.61,False,Snacks,Biscuits,3.23,2.21,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00023,20,84.0,False,Beverages,Juice,4.2,2.48,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00008,12,31.56,False,Snacks,Chips,2.63,1.67,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00006,9,70.74,False,Frozen,Frozen Meals,7.86,4.07,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00017,18,67.32,True,Beverages,Soft Drinks,3.74,1.83,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00020,12,113.76,False,Household,Laundry,9.48,5.2,QLD,Metro,WH-QLD
2025-09-16,STR-07,SKU-00003,11,109.78,False,Dairy,Cheese,9.98,5.99,QLD,Metro,WH-QLD
2025-09-16,STR-08,SKU-00009,7,47.67,False,Dairy,Cheese,6.81,4.65,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00014,10,72.4,True,Snacks,Chips,7.24,4.12,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00006,1,7.86,False,Frozen,Frozen Meals,7.86,4.07,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00001,3,9.66,False,Beverages,Soft Drinks,3.22,1.57,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00020,2,18.96,False,Household,Laundry,9.48,5.2,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00021,2,6.28,False,Personal Care,Oral Care,3.14,2.1,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00011,2,21.94,False,Personal Care,Oral Care,10.97,5.92,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00018,6,20.28,False,Snacks,Biscuits,3.38,2.32,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00023,11,46.2,False,Beverages,Juice,4.2,2.48,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00019,9,80.46,False,Dairy,Cheese,8.94,5.36,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00017,11,41.14,True,Beverages,Soft Drinks,3.74,1.83,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00004,2,19.26,True,Household,Laundry,9.63,5.29,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00010,1,8.11,False,Household,Laundry,8.11,4.29,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00013,6,29.7,False,Beverages,Juice,4.95,2.42,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00002,3,9.69,False,Snacks,Biscuits,3.23,2.21,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00012,4,20.56,False,Frozen,Frozen Meals,5.14,2.93,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00015,7,22.26,True,Dairy,Yoghurt,3.18,2.27,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00024,3,6.45,False,Snacks,Chips,2.15,1.36,WA,Express,WH-WA
2025-09-16,STR-08,SKU-00005,2,6.86,False,Personal Care,Oral Care,3.43,2.29,WA,Express,WH-WA
2025-09-17,STR-01,SKU-00003,10,99.8,False,Dairy,Cheese,9.98,5.99,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00007,25,110.5,False,Beverages,Juice,4.42,2.62,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00001,5,16.1,False,Beverages,Soft Drinks,3.22,1.57,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00004,17,163.71,True,Household,Laundry,9.63,5.29,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00015,15,47.7,True,Dairy,Yoghurt,3.18,2.27,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00023,7,29.4,False,Beverages,Juice,4.2,2.48,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00024,19,40.85,False,Snacks,Chips,2.15,1.36,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00008,13,34.19,False,Snacks,Chips,2.63,1.67,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00010,8,64.88,False,Household,Laundry,8.11,4.29,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00002,23,74.29,False,Snacks,Biscuits,3.23,2.21,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00009,11,74.91,False,Dairy,Cheese,6.81,4.65,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00020,6,56.88,False,Household,Laundry,9.48,5.2,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00021,2,6.28,False,Personal Care,Oral Care,3.14,2.1,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00014,14,101.36,True,Snacks,Chips,7.24,4.12,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00019,22,196.68,False,Dairy,Cheese,8.94,5.36,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00018,21,70.98,False,Snacks,Biscuits,3.38,2.32,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00022,10,74.3,False,Frozen,Frozen Meals,7.43,3.85,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00011,8,87.76,False,Personal Care,Oral Care,10.97,5.92,VIC,Metro,WH-VIC
2025-09-17,STR-01,SKU-00013,6,29.7,False,Beverages,Juice,4.95,2.42,VIC,Metro,WH-VIC
2025-09-17,STR-02,SKU-00020,14,132.72,False,Household,Laundry,9.48,5.2,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00010,6,48.66,False,Household,Laundry,8.11,4.29,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00015,18,57.24,True,Dairy,Yoghurt,3.18,2.27,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00018,18,60.84,False,Snacks,Biscuits,3.38,2.32,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00002,19,61.37,False,Snacks,Biscuits,3.23,2.21,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00011,2,21.94,False,Personal Care,Oral Care,10.97,5.92,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00003,22,219.56,False,Dairy,Cheese,9.98,5.99,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00014,32,231.68,True,Snacks,Chips,7.24,4.12,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00008,14,36.82,False,Snacks,Chips,2.63,1.67,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00012,8,41.12,False,Frozen,Frozen Meals,5.14,2.93,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00016,3,10.44,False,Household,Laundry,3.48,2.03,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00009,23,156.63,False,Dairy,Cheese,6.81,4.65,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00023,22,92.4,False,Beverages,Juice,4.2,2.48,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00019,16,143.04,False,Dairy,Cheese,8.94,5.36,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00024,8,17.2,False,Snacks,Chips,2.15,1.36,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00007,18,79.56,False,Beverages,Juice,4.42,2.62,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00006,12,94.32,False,Frozen,Frozen Meals,7.86,4.07,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00013,15,74.25,False,Beverages,Juice,4.95,2.42,NSW,Metro,WH-NSW
2025-09-17,STR-02,SKU-00022,10,74.3,False,Frozen,Frozen Meals,7.43,3.85,NSW,Metro,WH-NSW
2025-09-17,STR-03,SKU-00018,12,40.56,False,Snacks,Biscuits,3.38,2.32,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00019,25,223.5,False,Dairy,Cheese,8.94,5.36,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00008,27,71.01,False,Snacks,Chips,2.63,1.67,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00016,13,45.24,False,Household,Laundry,3.48,2.03,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00001,16,51.52,False,Beverages,Soft Drinks,3.22,1.57,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00021,4,12.56,False,Personal Care,Oral Care,3.14,2.1,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00013,19,94.05,False,Beverages,Juice,4.95,2.42,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00004,11,105.93,True,Household,Laundry,9.63,5.29,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00017,21,78.54,True,Beverages,Soft Drinks,3.74,1.83,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00005,3,10.29,False,Personal Care,Oral Care,3.43,2.29,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00006,7,55.02,False,Frozen,Frozen Meals,7.86,4.07,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00020,16,151.68,False,Household,Laundry,9.48,5.2,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00015,13,41.34,True,Dairy,Yoghurt,3.18,2.27,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00009,18,122.58,False,Dairy,Cheese,6.81,4.65,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00023,15,63.0,False,Beverages,Juice,4.2,2.48,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00002,10,32.3,False,Snacks,Biscuits,3.23,2.21,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00007,24,106.08,False,Beverages,Juice,4.42,2.62,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00010,9,72.99,False,Household,Laundry,8.11,4.29,QLD,Metro,WH-QLD
2025-09-17,STR-03,SKU-00011,8,87.76,False,Personal Care,Oral Care,10.97,5.92,QLD,Metro,WH-QLD
2025-09-17,STR-04,SKU-00015,6,19.08,True,Dairy,Yoghurt,3.18,2.27,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00003,8,79.84,False,Dairy,Cheese,9.98,5.99,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00004,4,38.52,True,Household,Laundry,9.63,5.29,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00013,8,39.6,False,Beverages,Juice,4.95,2.42,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00014,8,57.92,True,Snacks,Chips,7.24,4.12,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00011,2,21.94,False,Personal Care,Oral Care,10.97,5.92,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00020,7,66.36,False,Household,Laundry,9.48,5.2,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00007,8,35.36,False,Beverages,Juice,4.42,2.62,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00018,22,74.36,False,Snacks,Biscuits,3.38,2.32,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00021,1,3.14,False,Personal Care,Oral Care,3.14,2.1,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00001,6,19.32,False,Beverages,Soft Drinks,3.22,1.57,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00010,8,64.88,False,Household,Laundry,8.11,4.29,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00022,10,74.3,False,Frozen,Frozen Meals,7.43,3.85,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00006,8,62.88,False,Frozen,Frozen Meals,7.86,4.07,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00017,2,7.48,True,Beverages,Soft Drinks,3.74,1.83,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00009,17,115.77,False,Dairy,Cheese,6.81,4.65,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00012,8,41.12,False,Frozen,Frozen Meals,5.14,2.93,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00016,3,10.44,False,Household,Laundry,3.48,2.03,WA,Regional,WH-WA
2025-09-17,STR-04,SKU-00005,3,10.29,False,Personal Care,Oral Care,3.43,2.29,WA,Regional,WH-WA
2025-09-17,STR-05,SKU-00005,1,3.43,False,Personal Care,Oral Care,3.43,2.29,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00024,21,45.15,False,Snacks,Chips,2.15,1.36,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00004,11,105.93,True,Household,Laundry,9.63,5.29,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00021,7,21.98,False,Personal Care,Oral Care,3.14,2.1,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00002,8,25.84,False,Snacks,Biscuits,3.23,2.21,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00018,7,23.66,False,Snacks,Biscuits,3.38,2.32,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00020,8,75.84,False,Household,Laundry,9.48,5.2,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00014,18,130.32,True,Snacks,Chips,7.24,4.12,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00010,9,72.99,False,Household,Laundry,8.11,4.29,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00001,10,32.2,False,Beverages,Soft Drinks,3.22,1.57,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00019,10,89.4,False,Dairy,Cheese,8.94,5.36,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00015,23,73.14,True,Dairy,Yoghurt,3.18,2.27,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00011,8,87.76,False,Personal Care,Oral Care,10.97,5.92,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00016,2,6.96,False,Household,Laundry,3.48,2.03,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00013,11,54.45,False,Beverages,Juice,4.95,2.42,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00008,14,36.82,False,Snacks,Chips,2.63,1.67,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00006,12,94.32,False,Frozen,Frozen Meals,7.86,4.07,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00017,15,56.1,True,Beverages,Soft Drinks,3.74,1.83,VIC,Metro,WH-VIC
2025-09-17,STR-05,SKU-00003,9,89.82,False,Dairy,Cheese,9.98,5.99,VIC,Metro,WH-VIC
2025-09-17,STR-06,SKU-00011,3,32.91,False,Personal Care,Oral Care,10.97,5.92,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00015,10,31.8,True,Dairy,Yoghurt,3.18,2.27,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00014,12,86.88,True,Snacks,Chips,7.24,4.12,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00017,14,52.36,True,Beverages,Soft Drinks,3.74,1.83,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00006,3,23.58,False,Frozen,Frozen Meals,7.86,4.07,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00004,7,67.41,True,Household,Laundry,9.63,5.29,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00022,13,96.59,False,Frozen,Frozen Meals,7.43,3.85,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00005,6,20.58,False,Personal Care,Oral Care,3.43,2.29,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00024,10,21.5,False,Snacks,Chips,2.15,1.36,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00020,9,85.32,False,Household,Laundry,9.48,5.2,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00003,12,119.76,False,Dairy,Cheese,9.98,5.99,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00023,6,25.2,False,Beverages,Juice,4.2,2.48,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00010,3,24.33,False,Household,Laundry,8.11,4.29,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00021,3,9.42,False,Personal Care,Oral Care,3.14,2.1,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00018,4,13.52,False,Snacks,Biscuits,3.38,2.32,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00002,11,35.53,False,Snacks,Biscuits,3.23,2.21,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00019,8,71.52,False,Dairy,Cheese,8.94,5.36,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00009,6,40.86,False,Dairy,Cheese,6.81,4.65,NSW,Regional,WH-NSW
2025-09-17,STR-06,SKU-00001,14,45.08,False,Beverages,Soft Drinks,3.22,1.57,NSW,Regional,WH-NSW
2025-09-17,STR-07,SKU-00014,15,108.6,True,Snacks,Chips,7.24,4.12,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00022,9,66.87,False,Frozen,Frozen Meals,7.43,3.85,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00005,3,10.29,False,Personal Care,Oral Care,3.43,2.29,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00012,13,66.82,False,Frozen,Frozen Meals,5.14,2.93,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00013,17,84.15,False,Beverages,Juice,4.95,2.42,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00019,9,80.46,False,Dairy,Cheese,8.94,5.36,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00016,3,10.44,False,Household,Laundry,3.48,2.03,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00010,9,72.99,False,Household,Laundry,8.11,4.29,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00021,5,15.7,False,Personal Care,Oral Care,3.14,2.1,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00004,6,57.78,True,Household,Laundry,9.63,5.29,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00007,12,53.04,False,Beverages,Juice,4.42,2.62,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00018,19,64.22,False,Snacks,Biscuits,3.38,2.32,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00002,19,61.37,False,Snacks,Biscuits,3.23,2.21,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00023,12,50.4,False,Beverages,Juice,4.2,2.48,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00008,9,23.67,False,Snacks,Chips,2.63,1.67,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00006,14,110.04,False,Frozen,Frozen Meals,7.86,4.07,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00017,16,59.84,True,Beverages,Soft Drinks,3.74,1.83,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00020,8,75.84,False,Household,Laundry,9.48,5.2,QLD,Metro,WH-QLD
2025-09-17,STR-07,SKU-00003,15,149.7,False,Dairy,Cheese,9.98,5.99,QLD,Metro,WH-QLD
2025-09-17,STR-08,SKU-00009,6,40.86,False,Dairy,Cheese,6.81,4.65,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00014,10,72.4,True,Snacks,Chips,7.24,4.12,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00006,2,15.72,False,Frozen,Frozen Meals,7.86,4.07,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00001,4,12.88,False,Beverages,Soft Drinks,3.22,1.57,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00020,1,9.48,False,Household,Laundry,9.48,5.2,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00021,4,12.56,False,Personal Care,Oral Care,3.14,2.1,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00011,0,0.0,False,Personal Care,Oral Care,10.97,5.92,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00018,5,16.9,False,Snacks,Biscuits,3.38,2.32,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00023,6,25.2,False,Beverages,Juice,4.2,2.48,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00019,6,53.64,False,Dairy,Cheese,8.94,5.36,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00017,2,7.48,True,Beverages,Soft Drinks,3.74,1.83,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00004,2,19.26,True,Household,Laundry,9.63,5.29,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00010,4,32.44,False,Household,Laundry,8.11,4.29,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00013,1,4.95,False,Beverages,Juice,4.95,2.42,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00002,3,9.69,False,Snacks,Biscuits,3.23,2.21,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00012,7,35.98,False,Frozen,Frozen Meals,5.14,2.93,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00015,5,15.9,True,Dairy,Yoghurt,3.18,2.27,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00024,6,12.9,False,Snacks,Chips,2.15,1.36,WA,Express,WH-WA
2025-09-17,STR-08,SKU-00005,0,0.0,False,Personal Care,Oral Care,3.43,2.29,WA,Express,WH-WA
2025-09-18,STR-01,SKU-00003,8,79.84,False,Dairy,Cheese,9.98,5.99,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00007,21,92.82,False,Beverages,Juice,4.42,2.62,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00001,13,41.86,False,Beverages,Soft Drinks,3.22,1.57,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00004,14,134.82,True,Household,Laundry,9.63,5.29,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00015,23,73.14,True,Dairy,Yoghurt,3.18,2.27,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00023,14,58.8,False,Beverages,Juice,4.2,2.48,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00024,26,55.9,False,Snacks,Chips,2.15,1.36,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00008,14,36.82,False,Snacks,Chips,2.63,1.67,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00010,9,72.99,False,Household,Laundry,8.11,4.29,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00002,21,67.83,False,Snacks,Biscuits,3.23,2.21,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00009,13,88.53,False,Dairy,Cheese,6.81,4.65,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00020,11,104.28,False,Household,Laundry,9.48,5.2,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00021,3,9.42,False,Personal Care,Oral Care,3.14,2.1,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00014,13,94.12,True,Snacks,Chips,7.24,4.12,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00019,19,169.86,False,Dairy,Cheese,8.94,5.36,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00018,20,67.6,False,Snacks,Biscuits,3.38,2.32,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00022,7,52.01,False,Frozen,Frozen Meals,7.43,3.85,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00011,3,32.91,False,Personal Care,Oral Care,10.97,5.92,VIC,Metro,WH-VIC
2025-09-18,STR-01,SKU-00013,8,39.6,False,Beverages,Juice,4.95,2.42,VIC,Metro,WH-VIC
