date,location_type,location_id,sku_id,on_hand_units,on_order_units,days_of_supply,anomaly_score,anomaly_type
2025-07-25,Warehouse,WH-VIC,SKU-00002,525.0,479.0,11.6,0.6463775000787019,Unexplained inventory build-up
2025-07-18,Warehouse,WH-VIC,SKU-00010,152.7,295.6,8.3,0.6461842294655394,Unexplained inventory drop
2026-03-06,Warehouse,WH-NSW,SKU-00002,20.2,681.0,0.6,0.6460296678503205,Unexplained inventory drop
2025-07-11,Warehouse,WH-QLD,SKU-00005,167.8,126.2,18.7,0.6459441620238594,Unexplained inventory drop
2025-07-18,Warehouse,WH-VIC,SKU-00005,19.1,132.5,4.6,0.6459084263783299,Unexplained inventory drop
2026-07-05,Warehouse,WH-VIC,SKU-00011,197.7,128.0,22.3,0.64575026064389,Unexplained inventory build-up
2025-10-24,Warehouse,WH-QLD,SKU-00013,596.8,384.0,13.6,0.6455375350804701,Unexplained inventory build-up
2026-07-29,Warehouse,WH-QLD,SKU-00016,311.2,246.0,19.7,0.6455116783658071,Unexplained inventory build-up
2026-02-20,Warehouse,WH-NSW,SKU-00005,58.0,0.0,21.2,0.6451386847585157,Unexplained inventory build-up
2025-07-04,Warehouse,WH-VIC,SKU-00017,378.0,0.0,23.4,0.6450915071104701,Abnormal stock position
2025-06-27,Warehouse,WH-VIC,SKU-00017,378.0,0.0,23.4,0.6450915071104701,Abnormal stock position
2025-12-05,Warehouse,WH-QLD,SKU-00023,0.0,586.0,0.0,0.6449839898570149,Unexplained inventory drop
2026-05-01,Warehouse,WH-VIC,SKU-00002,650.0,434.0,14.4,0.6447906150131958,Unexplained inventory build-up
2025-07-04,Warehouse,WH-WA,SKU-00020,205.0,0.0,27.3,0.6447815646181808,Unexplained inventory drop
2025-06-27,Warehouse,WH-QLD,SKU-00013,756.4,0.0,17.3,0.6447730713056301,Abnormal stock position
2026-01-02,Warehouse,WH-QLD,SKU-00008,19.3,943.0,0.5,0.6447255730611889,Unexplained inventory drop
2025-07-11,Warehouse,WH-VIC,SKU-00013,499.6,0.0,18.4,0.6444489604617398,Unexplained inventory drop
2026-07-08,Warehouse,WH-VIC,SKU-00010,317.3,305.0,17.2,0.6443406366213073,Unexplained inventory build-up
2026-03-06,Warehouse,WH-QLD,SKU-00013,558.8,422.0,12.8,0.6440644894287212,Unexplained inventory build-up
2025-07-25,Warehouse,WH-WA,SKU-00004,47.3,69.7,10.4,0.6437775732877448,Unexplained inventory drop
2025-07-04,Warehouse,WH-QLD,SKU-00001,411.6,0.0,21.5,0.643726476459788,Unexplained inventory drop
2026-03-06,Warehouse,WH-VIC,SKU-00002,54.0,1030.0,1.2,0.6434899722127971,Unexplained inventory drop
2026-06-05,Warehouse,WH-VIC,SKU-00004,84.2,609.0,4.7,0.6432960284981817,Unexplained inventory drop
2025-07-25,Warehouse,WH-VIC,SKU-00016,98.2,75.0,21.8,0.6432882497065254,Unexplained inventory build-up
2026-07-30,Warehouse,WH-VIC,SKU-00002,563.0,434.0,12.5,0.642990911812827,Abnormal stock position
2026-03-20,Warehouse,WH-NSW,SKU-00002,48.2,675.0,1.4,0.6429199522589734,Unexplained inventory drop
2025-08-22,Warehouse,WH-QLD,SKU-00020,28.6,625.0,1.6,0.6429044763854704,Unexplained inventory drop
2026-01-30,Warehouse,WH-NSW,SKU-00002,23.2,733.0,0.7,0.6423015742628825,Unexplained inventory drop
2025-07-25,Warehouse,WH-VIC,SKU-00004,178.5,293.7,9.9,0.6420461420543802,Unexplained inventory drop
2026-07-07,Warehouse,WH-VIC,SKU-00005,78.6,73.0,19.1,0.6420167305164433,Unexplained inventory build-up
2026-07-02,Warehouse,WH-WA,SKU-00020,175.3,125.0,23.3,0.6419128221058662,Unexplained inventory build-up
2025-08-22,Warehouse,WH-QLD,SKU-00008,82.3,783.0,2.1,0.641300587080271,Unexplained inventory drop
2026-07-13,Warehouse,WH-QLD,SKU-00013,558.8,422.0,12.8,0.6411743045891103,Abnormal stock position
2026-07-13,Warehouse,WH-NSW,SKU-00010,185.0,152.0,17.9,0.6410343474889065,Unexplained inventory build-up
2026-03-27,Warehouse,WH-VIC,SKU-00008,28.8,702.0,0.9,0.6408784355584288,Unexplained inventory drop
2025-09-05,Warehouse,WH-VIC,SKU-00002,670.0,414.0,14.8,0.6404788075090154,Unexplained inventory build-up
2025-06-27,Warehouse,WH-QLD,SKU-00006,394.0,0.0,21.9,0.6404556426621826,Abnormal stock position
2025-07-25,Warehouse,WH-WA,SKU-00010,59.5,272.9,6.7,0.6403440838336173,Unexplained inventory drop
2026-07-17,Warehouse,WH-VIC,SKU-00002,651.0,433.0,14.4,0.6402732862789545,Abnormal stock position
2026-07-17,Warehouse,WH-QLD,SKU-00023,598.4,0.0,18.5,0.6394297106664465,Unexplained inventory build-up
2025-07-25,Warehouse,WH-NSW,SKU-00004,61.5,90.1,10.9,0.6394200128013398,Unexplained inventory drop
2026-07-22,Warehouse,WH-VIC,SKU-00005,82.6,69.0,20.1,0.6391917039982498,Unexplained inventory build-up
2026-07-03,Warehouse,WH-VIC,SKU-00002,733.0,0.0,16.2,0.6391405445644888,Unexplained inventory build-up
2025-07-11,Warehouse,WH-QLD,SKU-00007,511.1,0.0,14.1,0.6390239616669173,Unexplained inventory drop
2026-07-16,Warehouse,WH-VIC,SKU-00002,651.0,433.0,14.4,0.6389687965630642,Abnormal stock position
2025-07-18,Warehouse,WH-QLD,SKU-00013,560.8,420.0,12.8,0.6389331229134388,Unexplained inventory drop
2026-07-17,Warehouse,WH-QLD,SKU-00020,352.6,301.0,19.4,0.6388386015559011,Unexplained inventory build-up
2026-07-13,Warehouse,WH-QLD,SKU-00011,120.7,90.0,21.1,0.6387634894202212,Unexplained inventory build-up
2025-06-27,Warehouse,WH-NSW,SKU-00006,313.1,0.0,23.1,0.6387041498102395,Abnormal stock position
2025-10-03,Warehouse,WH-VIC,SKU-00004,67.2,626.0,3.7,0.6387018228162159,Unexplained inventory drop
2025-06-27,Warehouse,WH-WA,SKU-00014,312.0,0.0,23.1,0.6385329146344858,Abnormal stock position
2026-01-09,Warehouse,WH-WA,SKU-00001,0.0,363.2,0.0,0.6385193350510643,Unexplained inventory drop
2026-01-23,Warehouse,WH-VIC,SKU-00020,11.0,572.0,0.7,0.6379318115486191,Unexplained inventory drop
2025-08-08,Warehouse,WH-VIC,SKU-00010,361.3,309.0,19.6,0.6372337788721354,Unexplained inventory build-up
2026-07-06,Warehouse,WH-QLD,SKU-00008,547.3,415.0,13.6,0.6371063668062872,Unexplained inventory build-up
2025-11-07,Warehouse,WH-VIC,SKU-00002,624.0,460.0,13.8,0.636946622306038,Unexplained inventory build-up
2026-07-27,Warehouse,WH-VIC,SKU-00007,527.4,0.0,18.3,0.6367573494983345,Unexplained inventory build-up
2026-05-08,Warehouse,WH-QLD,SKU-00017,611.1,0.0,15.1,0.6363768030688626,Unexplained inventory build-up
2026-07-29,Warehouse,WH-QLD,SKU-00008,555.3,407.0,13.8,0.6361423125104617,Abnormal stock position
2026-07-22,Warehouse,WH-QLD,SKU-00013,739.8,0.0,16.9,0.6361331456548708,Unexplained inventory build-up
2026-07-31,Warehouse,WH-WA,SKU-00001,426.8,0.0,22.4,0.635898340823576,Unexplained inventory build-up
2025-07-04,Warehouse,WH-NSW,SKU-00013,362.4,0.0,21.4,0.6358590104101848,Unexplained inventory drop
2025-12-05,Warehouse,WH-VIC,SKU-00002,534.0,550.0,11.8,0.6356308715447389,Unexplained inventory build-up
2026-07-31,Warehouse,WH-QLD,SKU-00013,812.8,0.0,18.6,0.6356020711947485,Unexplained inventory build-up
2025-07-04,Warehouse,WH-VIC,SKU-00014,475.5,0.0,16.9,0.635544289624851,Unexplained inventory drop
2025-07-25,Warehouse,WH-WA,SKU-00016,41.3,60.2,12.4,0.6354312412582123,Unexplained inventory drop
2026-07-09,Warehouse,WH-VIC,SKU-00007,523.4,0.0,18.2,0.6351262222637791,Unexplained inventory build-up
2026-04-03,Warehouse,WH-QLD,SKU-00007,424.4,390.0,11.7,0.6350883720761352,Unexplained inventory build-up
2026-07-27,Warehouse,WH-VIC,SKU-00002,563.0,434.0,12.5,0.6349480577865967,Abnormal stock position
2026-07-09,Warehouse,WH-VIC,SKU-00002,550.0,442.0,12.2,0.6349388076951744,Abnormal stock position
2025-08-15,Warehouse,WH-VIC,SKU-00002,651.0,433.0,14.4,0.6346604698875238,Unexplained inventory build-up
2026-07-23,Warehouse,WH-VIC,SKU-00001,523.6,0.0,18.7,0.6346084176855392,Unexplained inventory build-up
2025-11-14,Warehouse,WH-VIC,SKU-00002,186.0,898.0,4.1,0.6344592815936433,Unexplained inventory drop
2026-01-23,Warehouse,WH-NSW,SKU-00017,0.0,296.6,0.0,0.6342830048672307,Unexplained inventory drop
2025-12-26,Warehouse,WH-VIC,SKU-00013,0.0,588.0,0.0,0.6342072198951461,Unexplained inventory drop
2026-07-22,Warehouse,WH-VIC,SKU-00004,323.2,295.0,17.9,0.634203092627756,Unexplained inventory build-up
2025-12-12,Warehouse,WH-VIC,SKU-00002,99.0,985.0,2.2,0.6340468289772861,Unexplained inventory drop
2026-01-30,Warehouse,WH-QLD,SKU-00010,292.7,236.0,21.3,0.6339629580034343,Unexplained inventory build-up
2025-07-11,Warehouse,WH-NSW,SKU-00014,410.9,344.7,11.9,0.6335204213108065,Unexplained inventory drop
2025-09-05,Warehouse,WH-WA,SKU-00020,184.3,116.0,24.5,0.633497791396702,Unexplained inventory build-up
2026-07-25,Warehouse,WH-QLD,SKU-00013,562.8,418.0,12.9,0.6326203295402959,Abnormal stock position
2026-01-09,Warehouse,WH-QLD,SKU-00013,536.8,444.0,12.3,0.6324907011979745,Abnormal stock position
2026-07-16,Warehouse,WH-VIC,SKU-00017,361.7,0.0,22.4,0.6323950789111376,Unexplained inventory build-up
2026-05-15,Warehouse,WH-NSW,SKU-00014,137.6,690.0,4.0,0.632269938088061,Unexplained inventory drop
2026-07-20,Warehouse,WH-WA,SKU-00020,149.3,122.0,19.9,0.6322457252739759,Unexplained inventory build-up
2025-12-12,Warehouse,WH-VIC,SKU-00008,41.8,689.0,1.4,0.6321960897360641,Unexplained inventory drop
2025-12-05,Warehouse,WH-QLD,SKU-00001,0.0,387.6,0.0,0.6321624336643797,Unexplained inventory drop
2026-07-19,Warehouse,WH-VIC,SKU-00020,290.0,255.0,18.0,0.6319674256707496,Unexplained inventory build-up
2026-06-12,Warehouse,WH-VIC,SKU-00010,11.3,559.0,0.6,0.6318437141870071,Unexplained inventory drop
2025-07-18,Warehouse,WH-NSW,SKU-00002,259.5,341.7,7.4,0.631747853813946,Unexplained inventory drop
2025-07-11,Warehouse,WH-QLD,SKU-00002,369.0,0.0,15.4,0.6315841523821377,Unexplained inventory drop
2025-11-28,Warehouse,WH-VIC,SKU-00024,135.3,653.2,4.1,0.6312966516771185,Unexplained inventory drop
2026-05-29,Warehouse,WH-QLD,SKU-00010,0.0,422.0,0.0,0.6311155915155824,Unexplained inventory drop
2026-03-20,Warehouse,WH-NSW,SKU-00014,46.5,781.1,1.3,0.631007207664655,Unexplained inventory drop
2025-07-25,Warehouse,WH-VIC,SKU-00018,510.8,0.0,16.5,0.6308203914505127,Unexplained inventory build-up
2025-07-18,Warehouse,WH-QLD,SKU-00017,393.4,352.7,9.7,0.6305783996049183,Unexplained inventory drop
2026-02-20,Warehouse,WH-NSW,SKU-00021,72.4,0.0,23.1,0.6305308750589148,Unexplained inventory build-up
2026-07-03,Warehouse,WH-WA,SKU-00020,168.3,125.0,22.4,0.6304760869413425,Abnormal stock position
2026-07-29,Warehouse,WH-VIC,SKU-00008,487.8,0.0,16.0,0.6303911686334357,Unexplained inventory build-up
2026-07-31,Warehouse,WH-WA,SKU-00021,161.6,100.1,22.7,0.6303811219621724,Unexplained inventory build-up
2026-07-30,Warehouse,WH-VIC,SKU-00016,84.2,67.0,18.7,0.6303806220062265,Unexplained inventory build-up
2026-07-03,Warehouse,WH-NSW,SKU-00020,270.2,214.0,19.5,0.6303469831398354,Unexplained inventory build-up
2026-02-20,Warehouse,WH-QLD,SKU-00016,326.2,256.0,20.6,0.6302948574772135,Unexplained inventory build-up
2026-07-06,Warehouse,WH-VIC,SKU-00002,550.0,442.0,12.2,0.6301997642784463,Abnormal stock position
2026-07-24,Warehouse,WH-VIC,SKU-00002,738.0,0.0,16.3,0.6301739629765676,Unexplained inventory build-up
2025-08-01,Warehouse,WH-QLD,SKU-00016,291.2,250.0,18.4,0.6301722457664611,Unexplained inventory build-up
2025-07-25,Warehouse,WH-QLD,SKU-00011,74.7,83.9,13.1,0.6300165289208294,Unexplained inventory drop
2025-08-08,Warehouse,WH-QLD,SKU-00020,343.6,308.0,18.9,0.6299616848465186,Unexplained inventory build-up
2026-07-04,Warehouse,WH-QLD,SKU-00010,265.7,206.0,19.3,0.6297973481919489,Unexplained inventory build-up
2026-07-31,Warehouse,WH-QLD,SKU-00022,145.3,0.0,20.8,0.6296723706265708,Unexplained inventory build-up
2026-07-18,Warehouse,WH-NSW,SKU-00014,562.6,0.0,16.3,0.629354593283322,Unexplained inventory build-up
2026-07-18,Warehouse,WH-QLD,SKU-00008,482.3,480.0,12.0,0.6292850301807376,Unexplained inventory drop
2026-07-31,Warehouse,WH-QLD,SKU-00014,231.5,0.0,24.0,0.6291252715010813,Unexplained inventory build-up
2026-07-29,Warehouse,WH-WA,SKU-00016,61.5,52.0,18.5,0.6290965618816867,Unexplained inventory build-up
2026-07-18,Warehouse,WH-NSW,SKU-00020,267.2,219.0,19.3,0.6285981343676723,Unexplained inventory build-up
2025-11-28,Warehouse,WH-QLD,SKU-00018,33.4,686.0,1.1,0.6284656014547508,Unexplained inventory drop
2026-02-27,Warehouse,WH-VIC,SKU-00002,500.0,584.0,11.1,0.62800957927776,Abnormal stock position
2026-07-26,Warehouse,WH-VIC,SKU-00001,523.6,0.0,18.7,0.6279455697204435,Abnormal stock position
2025-11-21,Warehouse,WH-QLD,SKU-00008,78.3,884.0,2.0,0.6279374295789393,Unexplained inventory drop
2026-07-16,Warehouse,WH-QLD,SKU-00010,276.7,226.0,20.1,0.6276461436304155,Unexplained inventory build-up
2025-07-25,Warehouse,WH-NSW,SKU-00010,120.5,157.8,11.6,0.6276372172687464,Unexplained inventory drop
2025-10-03,Warehouse,WH-QLD,SKU-00020,94.6,595.0,5.2,0.6275470313981819,Unexplained inventory drop
2025-06-27,Warehouse,WH-WA,SKU-00024,120.7,0.0,25.6,0.6268655270171353,Abnormal stock position
2025-11-14,Warehouse,WH-VIC,SKU-00020,13.0,529.0,0.8,0.6264521958675328,Unexplained inventory drop
2026-06-26,Warehouse,WH-VIC,SKU-00004,311.2,273.0,17.2,0.6263355184184397,Unexplained inventory build-up
2025-12-12,Warehouse,WH-VIC,SKU-00020,308.0,266.0,19.1,0.6259928988596036,Unexplained inventory build-up
2025-06-27,Warehouse,WH-VIC,SKU-00022,188.5,0.0,22.4,0.6259910817582521,Abnormal stock position
2026-06-26,Warehouse,WH-QLD,SKU-00008,569.3,393.0,14.2,0.6257860252473072,Unexplained inventory build-up
2025-11-07,Warehouse,WH-WA,SKU-00020,172.3,121.0,22.9,0.6256899038184662,Unexplained inventory build-up
2026-07-30,Warehouse,WH-VIC,SKU-00007,527.4,0.0,18.3,0.6256776266737167,Abnormal stock position
2026-07-31,Warehouse,WH-VIC,SKU-00007,527.4,0.0,18.3,0.6256776266737167,Abnormal stock position
2025-07-11,Warehouse,WH-QLD,SKU-00010,200.6,221.1,14.6,0.6255004179911977,Unexplained inventory drop
2026-07-15,Warehouse,WH-QLD,SKU-00017,666.1,0.0,16.5,0.625411191315549,Unexplained inventory build-up
2025-06-27,Warehouse,WH-WA,SKU-00002,110.3,0.0,25.4,0.6251697483945505,Abnormal stock position
2025-12-12,Warehouse,WH-NSW,SKU-00014,130.6,697.0,3.8,0.6251231159641305,Unexplained inventory drop
2025-10-17,Warehouse,WH-VIC,SKU-00002,195.0,889.0,4.3,0.6250795861476502,Unexplained inventory drop
2025-08-08,Warehouse,WH-VIC,SKU-00005,86.6,65.0,21.0,0.6249529865114473,Unexplained inventory build-up
2026-02-20,Warehouse,WH-WA,SKU-00018,0.0,445.6,0.0,0.6248313172633703,Unexplained inventory drop
2026-07-15,Warehouse,WH-QLD,SKU-00007,607.4,0.0,16.7,0.6246836287743546,Abnormal stock position
2025-07-04,Warehouse,WH-QLD,SKU-00008,492.9,366.4,12.3,0.6245077194616785,Unexplained inventory drop
2026-07-26,Warehouse,WH-QLD,SKU-00013,562.8,418.0,12.9,0.6243794943470107,Abnormal stock position
2026-07-29,Warehouse,WH-VIC,SKU-00002,563.0,434.0,12.5,0.624371757983916,Abnormal stock position
2026-06-05,Warehouse,WH-VIC,SKU-00002,493.0,518.0,10.9,0.6242846130720888,Unexplained inventory build-up
2026-07-04,Warehouse,WH-VIC,SKU-00020,281.0,271.0,17.4,0.6241874884651997,Unexplained inventory build-up
2025-07-04,Warehouse,WH-QLD,SKU-00006,195.1,141.8,10.9,0.6241453831679872,Unexplained inventory drop
2026-01-30,Warehouse,WH-VIC,SKU-00017,0.0,361.7,0.0,0.6241370330313007,Unexplained inventory drop
2025-07-11,Warehouse,WH-QLD,SKU-00013,720.8,0.0,16.5,0.623962279615977,Unexplained inventory build-up
2026-07-15,Warehouse,WH-QLD,SKU-00008,639.3,0.0,15.9,0.6238554277945141,Unexplained inventory build-up
2026-07-08,Warehouse,WH-VIC,SKU-00008,446.8,284.0,14.7,0.6238518812764561,Unexplained inventory build-up
2026-07-03,Warehouse,WH-NSW,SKU-00011,136.8,109.0,18.3,0.6238270856858908,Unexplained inventory build-up
2025-11-28,Warehouse,WH-QLD,SKU-00020,112.6,582.0,6.2,0.6237980811780033,Unexplained inventory drop
2025-11-21,Warehouse,WH-VIC,SKU-00016,103.2,70.0,22.9,0.6235856731884588,Unexplained inventory build-up
2025-07-18,Warehouse,WH-VIC,SKU-00016,46.0,88.2,10.2,0.6235759145550581,Unexplained inventory drop
2026-04-10,Warehouse,WH-VIC,SKU-00002,540.0,544.0,12.0,0.623505747591348,Unexplained inventory build-up
2026-07-08,Warehouse,WH-QLD,SKU-00004,207.2,174.0,19.7,0.6234094314881864,Unexplained inventory build-up
2026-01-09,Warehouse,WH-VIC,SKU-00002,548.0,459.0,12.1,0.6233900950813609,Unexplained inventory build-up
2026-07-20,Warehouse,WH-NSW,SKU-00004,103.6,92.0,18.4,0.6233610687955694,Unexplained inventory build-up
2025-12-19,Warehouse,WH-QLD,SKU-00013,409.2,571.6,9.3,0.6233557554978035,Unexplained inventory build-up
2026-07-16,Warehouse,WH-VIC,SKU-00016,80.2,75.0,17.8,0.6231551401927737,Unexplained inventory build-up
2025-07-04,Warehouse,WH-NSW,SKU-00001,304.8,0.0,20.9,0.6231433269043997,Unexplained inventory drop
2025-07-25,Warehouse,WH-NSW,SKU-00021,39.7,51.7,12.7,0.6228719429126454,Unexplained inventory drop
2026-03-06,Warehouse,WH-NSW,SKU-00005,0.0,53.2,0.0,0.6228291682468341,Unexplained inventory drop
2026-07-30,Warehouse,WH-QLD,SKU-00017,586.1,0.0,14.5,0.6227049757138673,Unexplained inventory build-up
2025-07-11,Warehouse,WH-QLD,SKU-00008,508.3,454.0,12.7,0.6225234932430191,Abnormal stock position
2026-07-20,Warehouse,WH-WA,SKU-00004,98.1,71.0,21.5,0.622477425996355,Unexplained inventory build-up
2025-06-27,Warehouse,WH-NSW,SKU-00024,435.2,0.0,19.8,0.6223044524533062,Abnormal stock position
2026-07-22,Warehouse,WH-WA,SKU-00004,98.1,71.0,21.5,0.6222899679278484,Abnormal stock position
2025-07-25,Warehouse,WH-VIC,SKU-00001,523.6,0.0,18.7,0.6219640067290122,Unexplained inventory build-up
2025-07-04,Warehouse,WH-WA,SKU-00002,75.8,0.0,17.5,0.6219594932414548,Unexplained inventory drop
2026-05-01,Warehouse,WH-QLD,SKU-00017,115.6,789.5,2.9,0.621909447622297,Unexplained inventory drop
2026-01-16,Warehouse,WH-WA,SKU-00011,-81.8,70.0,17.4,0.5721119033628062,Negative on-hand (data defect)
2025-09-05,Warehouse,WH-QLD,SKU-00012,-79.4,79.0,8.1,0.4350355223307824,Negative on-hand (data defect)
2026-04-24,Warehouse,WH-QLD,SKU-00003,-93.0,110.0,6.6,0.4298871473795542,Negative on-hand (data defect)
2025-12-12,Store,STR-05,SKU-00024,-66.2,72.0,4.1,0.4237691540485804,Negative on-hand (data defect)
2025-08-15,Store,STR-01,SKU-00024,-52.1,62.0,3.1,0.3968946449848152,Negative on-hand (data defect)
2026-04-24,Store,STR-02,SKU-00010,-23.1,18.0,4.8,0.389586706733771,Negative on-hand (data defect)
2026-07-25,Store,STR-08,SKU-00023,-45.4,35.0,4.8,0.38799114691339914,Negative on-hand (data defect)
2026-07-30,Store,STR-01,SKU-00018,-87.2,81.0,4.0,0.38554864133167566,Negative on-hand (data defect)
